Activity,Matching,year
comments on project development,Supervision,2016
facilities and interview,Material Supply,2016
facilities and interview,Human Practices,2016
orientation in gmo regulations,Training,2016
orientation in gmo regulations,Safety,2016
orientation in gmo regulations,Human Practices,2016
feedback on survey,Analysis,2016
feedback on survey,Human Practices,2016
working in the lab,Experiments,2016
supplied spirofloxacin,Material Supply,2016
chemical expertise,Experiments,2016
chemical expertise,Safety,2016
feedback on lab work,Supervision,2016
help with lab equipment,Training,2016
help with lab equipment,Material Supply,2016
tips on bacillus subtilis,Supervision,2016
tips on bacillus subtilis,Training,2016
plate reader introduction,Training,2016
facs data analysis introduction,Training,2016
facs data analysis introduction,Analysis,2016
rescued spores,Experiments,2016
contributions to the project,Other,2016
moral support,Other,2016
supervised ilona's internship,Supervision,2016
spiritual support,Other,2016
presentation coaching,Training,2016
presentation coaching,Creative Contributions,2016
support,Supervision,2016
support,Administration,2016
audio and video support,Creative Contributions,2016
chairwoman of igem team groningen,Administration,2016
keeping the team happy,Administration,2016
keeping the team happy,Human Practices,2016
making sure there are always cookies around,Administration,2016
running in the mud,Other,2016
popcorn cook,Administration,2016
knit my own socks,Other,2016
in charge of educational work,Training,2016
in charge of educational work,Public Engagement,2016
coordinating public relations,Public Engagement,2016
"chill inside with a good book, some wine and my cat",Other,2016
go skating,Other,2016
play volleyball,Other,2016
lab manager for the igem team of groningen,Administration,2016
obtaining lab equipment and materials,Material Supply,2016
helping plan the labwork,Administration,2016
ensuring biological safety,Safety,2016
proofreading emails,Documentation,2016
writing assignments,Documentation,2016
contacting potential sponsors,Fundraising,2016
helping with the artwork,Creative Contributions,2016
taking photos,Creative Contributions,2016
taking photos,Documentation,2016
doing stuff in my garden,Other,2016
go on hiking trips,Other,2016
centered around the wet lab,Experiments,2016
cooking with friends,Other,2016
observe animals,Other,2016
in charge of the travel to boston,Administration,2016
part of the human practices,Human Practices,2016
contacting potential sponsors,Fundraising,2016
helping with the artwork,Creative Contributions,2016
taking photos,Creative Contributions,2016
taking photos,Documentation,2016
doing stuff in my garden,Other,2016
go on hiking trips,Other,2016
centered around the wet lab,Experiments,2016
cooking with friends,Other,2016
observe animals,Other,2016
in charge of the travel to boston,Administration,2016
part of the human practices,Human Practices,2016
playing with numbers and computers,Software,2016
playing with numbers and computers,Analysis,2016
compute the mathematical models,Modelling,2016
playing chess,Other,2016
make some noise with my electric guitars,Other,2016
go out jogging when it rains,Other,2016
sponsorship manager,Fundraising,2016
convince companies and institutes to support our project,Fundraising,2016
climbing rocks,Other,2016
cooking dinner with my friends,Other,2016
lab manager of cryptoge®m 2016,Administration,2016
lab manager of cryptoge®m 2016,Supervision,2016
make sure that everything in the lab is going smoothly and according to the plan,Administration,2016
watching movies,Other,2016
playing sports,Other,2016
reading books,Other,2016
hanging out with friends,Other,2016
vice-chair of cryptogerm,Administration,2016
in charge of the design of the poster,Creative Contributions,2016
drawing images on the wiki,Documentation,2016
drawing images on the wiki,Creative Contributions,2016
playing beach volleyball,Other,2016
dancing,Other,2016
trick random birds and forest animals into becoming my pets,Other,2016
secretary of igem team,Administration,2016
make notes during the meetings,Documentation,2016
watching cute animal videos on the internet,Other,2016
reading,Other,2016
lab rat in igem,Experiments,2016
doing molecular dynamics and computational analysis,Modelling,2016
doing molecular dynamics and computational analysis,Analysis,2016
play video-games,Other,2016
treasurer of our team,Fundraising,2016
help obtaining sponsors,Fundraising,2016
trick random birds and forest animals into becoming my pets,Other,2016
secretary of igem team,Administration,2016
make notes during the meetings,Documentation,2016
watching cute animal videos on the internet,Other,2016
reading,Other,2016
lab rat in igem,Experiments,2016
doing molecular dynamics and computational analysis,Modelling,2016
doing molecular dynamics and computational analysis,Analysis,2016
play video-games,Other,2016
treasurer of our team,Fundraising,2016
help obtaining sponsors,Fundraising,2016
take my bike out for a spin,Other,2016
like a bbq,Other,2016
data management and the wiki,Documentation,2016
data management and the wiki,Analysis,2016
responsible for the software part of our project,Software,2016
play video games,Other,2016
programming,Software,2016
helped in collaboration with igem copenhagen by growing cyanobacteria and bacillus,Collaboration,2016
helped in collaboration with igem copenhagen by growing cyanobacteria and bacillus,Experiments,2016
thinking of new ideas for the experiment,Design,2016
helped in rna-sequencing analysis,Analysis,2016
helped with lab equipment and other lab related issues,Material Supply,2016
helped with lab equipment and other lab related issues,Administration,2016
take my bike out for a spin,Other,2016
like a bbq,Other,2016
data management and the wiki,Documentation,2016
data management and the wiki,Analysis,2016
responsible for the software part of our project,Software,2016
play video games,Other,2016
programming,Software,2016
helped in collaboration with igem copenhagen by growing cyanobacteria and bacillus,Collaboration,2016
helped in collaboration with igem copenhagen by growing cyanobacteria and bacillus,Experiments,2016
thinking of new ideas for the experiment,Design,2016
helped in rna-sequencing analysis,Analysis,2016
helped with lab equipment and other lab related issues,Material Supply,2016
helped with lab equipment and other lab related issues,Administration,2016
enabled obtaining the right dechloromonas strain,Material Supply,2016
instruction on and use of microscopy facilities,Training,2016
"provided lab space, lab equipment and scientific advice",Material Supply,2016
"provided lab space, lab equipment and scientific advice",Supervision,2016
provided lab equipment and prepared media,Material Supply,2016
endorsed the project through video clips,Public Engagement,2016
made photo-comics to promote the project,Creative Contributions,2016
made photo-comics to promote the project,Public Engagement,2016
launched crowdfunding campaign,Fundraising,2016
made an animation for the project's movies,Creative Contributions,2016
provided network for industry contacts,Entrepreneurship,2016
provided contacts in the leiden bio science park,Entrepreneurship,2016
facilitated collaboration with airbus defence & space netherlands,Collaboration,2016
supported pr strategies and provided contacts,Public Engagement,2016
facilitated contact with the european space agency,Collaboration,2016
aided in contact with local governmental organisations,Collaboration,2016
helped in the creation of digital martian garden,Software,2016
helped in the creation of digital martian garden,Creative Contributions,2016
provided photos for the website,Documentation,2016
helped to spread the word about the project,Public Engagement,2016
supplied bacterial strains for bioart,Material Supply,2016
helped to compose the twist bioscience blog,Documentation,2016
performed laboratory work,Experiments,2016
involved in crowdfunding,Fundraising,2016
involved in collaborations,Collaboration,2016
participated in interlab study,Interlab,2016
involved in outreach and media,Public Engagement,2016
managed finances,Administration,2016
worked on bioreactor,Hardware,2016
managed lab safety,Safety,2016
managed statistics,Analysis,2016
created posters and multimedia,Creative Contributions,2016
created posters and multimedia,Documentation,2016
created presentations,Creative Contributions,2016
built the wiki,Documentation,2016
safety manager,Safety,2016
principal investigator,Supervision,2016
get closer to biology through igem,Public Engagement,2016
participating in biology competition to understand human body structure,Public Engagement,2016
cooperating in bio-engineering through igem,Collaboration,2016
editing the web page and contributing to the lnsy team,Documentation,2016
playing an important role in publication for the team,Documentation,2016
administering the experiment part and writing experiment descriptions,Experiments,2016
administering the experiment part and writing experiment descriptions,Documentation,2016
propagandizing the harm of pesticides by establishing a website,Public Engagement,2016
propagandizing the harm of pesticides by establishing a website,Documentation,2016
leader,Administration,2016
lab work,Experiments,2016
modeling,Modelling,2016
human practice,Human Practices,2016
design work,Design,2016
wiki,Documentation,2016
supervision and mentoring,Supervision,2016
mentoring and supervision,Supervision,2016
participated in nearly all parts of this project,Other,2016
involved in lab work,Experiments,2016
responsible for lab work,Experiments,2016
responsible for modeling,Modelling,2016
responsible for human practices,Human Practices,2016
responsible for human practice,Human Practices,2016
responsible for writing during wiki construction,Documentation,2016
responsible for the modelling part,Modelling,2016
participated in wiki construction,Documentation,2016
designed our cute logo,Creative Contributions,2016
responsible for arts,Creative Contributions,2016
did all the programming for wiki construction,Software,2016
did all the programming for wiki construction,Documentation,2016
did many lab work,Experiments,2016
did lab work,Experiments,2016
responsible for modelling,Modelling,2016
responsible for wiki construction,Documentation,2016
mainly responsible for wiki construction,Documentation,2016
mainly responsible for human practices,Human Practices,2016
designed the logo,Creative Contributions,2016
did many lab work during the project,Experiments,2016
playing games,Other,2016
learning how microbes can cause human diseases,Analysis,2016
manipulating microbes for therapeutic purposes,Experiments,2016
going bonkers over cats,Other,2016
swimming in atmospheric dynamics,Other,2016
occasional statistician,Analysis,2016
looking for glow-worms under the microscope,Experiments,2016
working on asymmetric cell division mechanism,Experiments,2016
learning about synthetic biology,Training,2016
learning about various scientific methods,Training,2016
learning about genetic engineering,Training,2016
enjoying sweet treats,Other,2016
swimming,Other,2016
exploring synthetic biology,Design,2016
exploring microbiology,Design,2016
exploring proteomics,Design,2016
exploring therapeutics,Design,2016
gathering experience in science and business interface,Entrepreneurship,2016
working with bacterial pathogens,Experiments,2016
working with the microbiome,Experiments,2016
studying two-component systems in bacteria,Design,2016
studying two-component systems in bacteria,Experiments,2016
researching in microbiology,Design,2016
swimming,Other,2016
exploring synthetic biology,Design,2016
exploring microbiology,Design,2016
exploring proteomics,Design,2016
exploring therapeutics,Design,2016
gathering experience in science and business interface,Entrepreneurship,2016
working with bacterial pathogens,Experiments,2016
working with the microbiome,Experiments,2016
studying two-component systems in bacteria,Design,2016
studying two-component systems in bacteria,Experiments,2016
researching in microbiology,Design,2016
reprogramming of microbes for disease treatment,Design,2016
reprogramming of microbes for disease treatment,Experiments,2016
reprogramming of microbes for biochemicals production,Design,2016
reprogramming of microbes for biochemicals production,Experiments,2016
engineering microorganisms with novel biological functions,Design,2016
engineering microorganisms with novel biological functions,Experiments,2016
researching cell signaling,Design,2016
researching cell signaling,Analysis,2016
researching protein structure and function,Design,2016
researching protein structure and function,Analysis,2016
researching microtubule based machinery in cell division,Design,2016
researching microtubule based machinery in cell division,Analysis,2016
teaching,Training,2016
enhancing physics teaching and learning,Training,2016
oversaw all subprojects,Supervision,2016
oversaw all subprojects,Administration,2016
responsible for reading literature for the biological aspects of the riot model,Design,2016
responsible for reading literature for the biological aspects of the riot model,Analysis,2016
helped with experiments for the riot invader,Experiments,2016
in charge of collecting microplate reader data for the riot responder,Experiments,2016
in charge of collecting microplate reader data for the riot responder,Analysis,2016
in charge of collecting microplate reader data for the riot invader,Experiments,2016
in charge of collecting microplate reader data for the riot invader,Analysis,2016
in charge of crafting and running the riot model,Modelling,2016
main corresponder for our modelling collaborations,Modelling,2016
main corresponder for our modelling collaborations,Collaboration,2016
worked on the riot sensor,Experiments,2016
worked on the riot sensor,Hardware,2016
in charge of the coding of our wiki,Documentation,2016
in charge of the coding of our wiki,Software,2016
part of the team that sourced for sponsors,Fundraising,2016
in charge of analysing data from our survey for our business plan,Analysis,2016
in charge of analysing data from our survey for our business plan,Entrepreneurship,2016
worked on the riot responder,Experiments,2016
worked on the riot responder,Hardware,2016
part of the administrative team,Administration,2016
responsible for communicating our business plan to others,Entrepreneurship,2016
worked on the riot invader,Other,2016
in charge of the design of our wiki,Documentation,2016
team t-shirt design,Creative Contributions,2016
meet every tuesday and brainstorm about the project,Design,2016
perform literature research,Design,2016
discuss and decide on projects,Design,2016
introduce themselves and discuss ideas,Human Practices,2016
develop and discuss team structure,Administration,2016
specify team rules,Administration,2016
have a barbecue and a pub quiz,Other,2016
taught cloning and the biobrick system,Training,2016
taught cloning and the biobrick system,Parts,2016
introduced to various computer programs,Training,2016
introduced to various computer programs,Software,2016
hike through the bergstraße mountains,Other,2016
have a picknick,Other,2016
spend a day together,Other,2016
climb a mountain in kleinwalsertal,Other,2016
develop a concept for human practices work,Human Practices,2016
develop a concept for human practices work,Design,2016
spend evenings together in kleinwalsertal,Other,2016
visit the igem team,Other,2016
present their project at the marburg meet-up,Public Engagement,2016
make agreements on collaborations,Collaboration,2016
socialize with other teams,Human Practices,2016
play bubble soccer,Other,2016
camp at the marburg meet-up,Other,2016
participate in a team-building pokémon-style event,Other,2016
catch pokéballs,Other,2016
learn to throw pokéballs,Other,2016
play mini-games,Other,2016
take quizzes,Other,2016
let their pokémon fight,Other,2016
have a barbecue,Other,2016
present their project at evonik,Public Engagement,2016
discuss their project and receive feedback,Human Practices,2016
discuss their project and receive feedback,Analysis,2016
tour the marl chemical park,Public Engagement,2016
work with the robotics team,Collaboration,2016
try cloning in the lab,Experiments,2016
teach the robotics team how to clone,Training,2016
teach the robotics team how to clone,Collaboration,2016
introduce the igem team to programming with raspberry pi/arduino,Training,2016
introduce the igem team to programming with raspberry pi/arduino,Software,2016
visit the giant jamboree,Public Engagement,2016
present their project at the giant jamboree,Public Engagement,2016
managing our orders,Material Supply,2016
managing our orders,Administration,2016
supporting us,Supervision,2016
being our advisor,Supervision,2016
spending time and effort on our project,Supervision,2016
"helping us plan, organize and carry out our project",Supervision,2016
"helping us plan, organize and carry out our project",Administration,2016
sharing experiences,Training,2016
sharing experiences,Public Engagement,2016
providing advice on human practices,Human Practices,2016
providing advice on human practices,Supervision,2016
managing the sponsoring,Fundraising,2016
managing the sponsoring,Administration,2016
giving a workshop for our sponsoring team,Training,2016
giving a workshop for our sponsoring team,Collaboration,2016
helping our design team with html,Design,2016
helping our design team with html,Software,2016
supervising the chemical synthesis group,Supervision,2016
supervising the chemical synthesis group,Experiments,2016
helping our hardware team,Hardware,2016
giving advice to our modeling team,Supervision,2016
giving advice to our modeling team,Modelling,2016
giving advice and support,Supervision,2016
supporting us financially,Fundraising,2016
giving workshops,Training,2016
project coordination,Administration,2016
team reporter,Documentation,2016
team reporter,Public Engagement,2016
team colicin and orthogonal pair,Parts,2016
team colicin and orthogonal pair,Experiments,2016
team minicolicin,Parts,2016
team minicolicin,Experiments,2016
team metabolic burden,Experiments,2016
team metabolic burden,Modelling,2016
team chemical synthesis,Experiments,2016
team robotics,Hardware,2016
team wiki,Documentation,2016
research: plant biotechnology and metabolic engineering,Design,2016
research: plant biotechnology and metabolic engineering,Experiments,2016
expanding and improving the toolbox of igem,Design,2016
expanding and improving the toolbox of igem,Parts,2016
expanding and improving the toolbox of igem,Collaboration,2016
support and accompaniment of the team,Supervision,2016
develop concepts to save knowledge and pass it to the next generation,Human Practices,2016
develop concepts to save knowledge and pass it to the next generation,Public Engagement,2016
share experience in automatisation,Software,2016
share experience in automatisation,Hardware,2016
project coordination,Administration,2016
human practices project,Human Practices,2016
"troubleshooting, advising, and letting us use the ihvcb lab for the experiments",Supervision,2016
"troubleshooting, advising, and letting us use the ihvcb lab for the experiments",Material Supply,2016
"troubleshooting, advising, and letting us use the ihvcb lab for the experiments",Experiments,2016
consulting and advising our modeling division,Supervision,2016
consulting and advising our modeling division,Modelling,2016
every consultation and advices,Supervision,2016
advising our human practice event and introducing our team to several interviewees for our social studies,Supervision,2016
advising our human practice event and introducing our team to several interviewees for our social studies,Human Practices,2016
advising our human practice event and introducing our team to several interviewees for our social studies,Collaboration,2016
every particular support given,Supervision,2016
financial and fundraising consultation,Fundraising,2016
"advising, and supporting every human practice studies we’ve done",Supervision,2016
"advising, and supporting every human practice studies we’ve done",Human Practices,2016
checking our progress and being our presentation coach,Supervision,2016
checking our progress and being our presentation coach,Training,2016
lab support,Material Supply,2016
lab support,Administration,2016
visiting and supporting our exhibition booth during education fair,Public Engagement,2016
speaker at synbio day integrating technology and socio-culture perspective,Public Engagement,2016
speaker at synbio day integrating technology and socio-culture perspective,Human Practices,2016
engagement in school visit: synthetic biology & hiv-related issues,Public Engagement,2016
engagement in school visit: synthetic biology & hiv-related issues,Human Practices,2016
granting permission to conduct school visit event,Administration,2016
support during school visit event,Public Engagement,2016
support during school visit event,Supervision,2016
actively participating and giving feedback during public discussion,Public Engagement,2016
actively participating and giving feedback during public discussion,Human Practices,2016
participation in street interviews,Public Engagement,2016
speaker at special talk for social studies,Public Engagement,2016
speaker at special talk for social studies,Human Practices,2016
helping determine project before summer,Design,2016
offering guidance and advice during summer holiday,Supervision,2016
allowing use of fluorescence microscope in his lab,Material Supply,2016
providing bacteria carrying plasmid with sup35nm gene,Material Supply,2016
offering genome of yeast,Material Supply,2016
offering pyescgap plasmid,Material Supply,2016
help with experiments,Experiments,2016
support on lab and reagents,Material Supply,2016
allowing use of micro-spectrophotometer,Material Supply,2016
advice on project,Supervision,2016
offering pgad-t7 plasmid,Material Supply,2016
offering pgbk-t7 plasmid,Material Supply,2016
helping with image processing,Documentation,2016
helping with image processing,Analysis,2016
help on 2016 ustc new team recruitment,Administration,2016
providing opportunity to share ideas and make progress,Human Practices,2016
taking in charge of daily affairs in lab,Administration,2016
project outreach through social network and activities,Public Engagement,2016
hosting the preliminary investigation,Human Practices,2016
hosting the preliminary investigation,Design,2016
attributing work to team members,Administration,2016
managing the global experiment design,Design,2016
managing the global experiment design,Administration,2016
managing the project progress,Administration,2016
taking part in the construction of the pro priontein system,Experiments,2016
writing the contents of our wiki,Documentation,2016
focusing on the academic assistance,Training,2016
working a lot for the preliminary investigation especially on the characteristics of sup35,Design,2016
assisting our experiments,Experiments,2016
taking charge of adding parts to the registry,Parts,2016
focusing on the logistical support,Administration,2016
making the competent cells,Experiments,2016
preparing mediums,Experiments,2016
instructing other team members in performing experiments,Training,2016
instructing other team members in performing experiments,Supervision,2016
taking charge of financial affairs,Fundraising,2016
taking charge of financial affairs,Administration,2016
connecting with our sponsor,Collaboration,2016
connecting with our sponsor,Fundraising,2016
register of our team,Administration,2016
register of the giant jamboree,Administration,2016
assisting team members to get the visa,Administration,2016
shipping our parts to hq,Material Supply,2016
assisting writing our wiki,Documentation,2016
leading the group focusing on the experiments of the propri-ontein system,Experiments,2016
leading the group focusing on the experiments of the propri-ontein system,Supervision,2016
finishing 3 circuits of the propri-ontein system,Experiments,2016
main performer of the experiments,Experiments,2016
devoting more time to our experiment,Experiments,2016
assisting the experiments of other groups,Experiments,2016
main performer of our modeling part,Modelling,2016
main performer of the preliminary investigation,Design,2016
main performer of the preliminary investigation,Experiments,2016
helping team bit with their modeling,Modelling,2016
assisting a lot of experiments,Experiments,2016
leading the group focusing on the experiments of the pro priontein system,Experiments,2016
finishing 4 circuits of the pro priontein system,Experiments,2016
finishing 4 circuits of the pro priontein system,Parts,2016
working a lot for the preliminary investigation,Design,2016
working a lot for the preliminary investigation,Experiments,2016
designing the experiments of gfp split,Design,2016
designing the experiments of gfp split,Experiments,2016
performing the experiments of gfp split,Experiments,2016
writing the contents around the pro priontein system on our wiki,Documentation,2016
vice leader of the group focusing on the experiments of the pro priontein system,Experiments,2016
vice leader of the group focusing on the experiments of the pro priontein system,Administration,2016
performing a lot of experiments,Experiments,2016
designing our team uniform,Creative Contributions,2016
buying our team uniform,Material Supply,2016
observing results through the fluorescence microscope,Experiments,2016
observing results through the fluorescence microscope,Analysis,2016
leader of our modeling group,Modelling,2016
leader of our modeling group,Administration,2016
giving lectures about modeling to our members,Modelling,2016
giving lectures about modeling to our members,Training,2016
taking charge of our modeling,Modelling,2016
collaboration with team bit,Collaboration,2016
assisting experiments,Experiments,2016
wiki writing,Documentation,2016
writing the codes of our wiki,Documentation,2016
writing the codes of our wiki,Software,2016
shooting a film about the molecular biology experiments,Documentation,2016
shooting a film about the molecular biology experiments,Creative Contributions,2016
assisting the art design,Creative Contributions,2016
taking charge of the poster design,Creative Contributions,2016
assisting the experiments,Experiments,2016
assisting human practices,Human Practices,2016
main performer of our experiments,Experiments,2016
taking part in the experiments of both systems of our project,Experiments,2016
assisting hosting the weekly meeting,Administration,2016
assisting the preliminary investigation,Design,2016
registering our parts,Parts,2016
taking part in the experiments of the propri-ontein system,Experiments,2016
writing the contents around the propri-ontein system on our wiki,Documentation,2016
assisting our human practices,Human Practices,2016
taking part in the experiments of the pro priontein system,Experiments,2016
working a lot on our experiments,Experiments,2016
designing the calling card of our team,Creative Contributions,2016
printing the calling card of our team,Creative Contributions,2016
proposer of doing a project around the yeast prion,Design,2016
assisting all the experiments,Experiments,2016
observing results through fluorescence microscope,Experiments,2016
observing results through fluorescence microscope,Analysis,2016
taking charge of our human practices,Human Practices,2016
writing the contents around human practices on our wiki,Documentation,2016
writing the contents around human practices on our wiki,Human Practices,2016
assisting the experiments of all groups,Experiments,2016
helping design our mascot,Creative Contributions,2016
assisting modeling,Modelling,2016
designing the calling card of our team,Creative Contributions,2016
printing the calling card of our team,Creative Contributions,2016
proposer of doing a project around the yeast prion,Design,2016
assisting all the experiments,Experiments,2016
observing results through fluorescence microscope,Experiments,2016
observing results through fluorescence microscope,Analysis,2016
taking charge of our human practices,Human Practices,2016
writing the contents around human practices on our wiki,Documentation,2016
writing the contents around human practices on our wiki,Human Practices,2016
assisting the experiments of all groups,Experiments,2016
helping design our mascot,Creative Contributions,2016
assisting modeling,Modelling,2016
programming our spin-off software,Software,2016
designing our hardware,Hardware,2016
making our hardware,Hardware,2016
giving lectures about hardwares to our team members,Training,2016
giving lectures about hardwares to our team members,Hardware,2016
assisting writing codes of our wiki,Software,2016
assisting writing codes of our wiki,Documentation,2016
assisting proofreading our wiki,Documentation,2016
assisting our modeling,Modelling,2016
taking charge of proofreading our experiment logs and wiki,Documentation,2016
assisting art design,Creative Contributions,2016
helping with the cartography,Other,2016
assisting the wiki design,Documentation,2016
managing human practices,Human Practices,2016
managing the encoding life association,Human Practices,2016
managing the encoding life association,Administration,2016
devote to carve project as an artwork,Creative Contributions,2016
value membership as great honor,Other,2016
feel proud of project,Other,2016
will exert effort on project in the future,Other,2016
joined nearly all the activities,Other,2016
organizing,Administration,2016
recognized as a human-figure computer,Software,2016
recognized as a human-figure computer,Modelling,2016
turned to for help,Supervision,2016
dependable team member,Other,2016
king of the logistic support,Administration,2016
takes control of the technology of making competence yeasts,Experiments,2016
stands firm amid adversities,Other,2016
managed the experiments,Experiments,2016
volunteering activities,Public Engagement,2016
finish boring tasks,Administration,2016
performs main tasks of molecular cloning,Experiments,2016
helps others in experiments,Experiments,2016
helps others in experiments,Training,2016
arranges experiments,Experiments,2016
cautious in experiments,Experiments,2016
cautious in experiments,Safety,2016
experiment performer,Experiments,2016
hard-working in lab,Experiments,2016
friendly among group leaders,Human Practices,2016
brings happiness to the team,Human Practices,2016
intelligent and learns well,Other,2016
helpful teammate,Other,2016
did a lot in experiments and design of parts,Experiments,2016
did a lot in experiments and design of parts,Parts,2016
rigorous in work,Other,2016
arranges experiments,Experiments,2016
cautious in experiments,Experiments,2016
cautious in experiments,Safety,2016
experiment performer,Experiments,2016
hard-working in lab,Experiments,2016
friendly among group leaders,Human Practices,2016
brings happiness to the team,Human Practices,2016
intelligent and learns well,Other,2016
helpful teammate,Other,2016
did a lot in experiments and design of parts,Experiments,2016
did a lot in experiments and design of parts,Parts,2016
rigorous in work,Other,2016
leads in modeling,Modelling,2016
cyber guy of the group,Software,2016
designing and coding,Design,2016
designing and coding,Software,2016
performance in biological experiments,Experiments,2016
analyzing and solving problems,Analysis,2016
analyzing and solving problems,Modelling,2016
plays a backbone role,Administration,2016
plays a backbone role,Supervision,2016
hardworking in completing missions,Other,2016
investigates papers,Design,2016
devotes time to the team,Other,2016
hardworking and responsible,Other,2016
leads in modeling,Modelling,2016
cyber guy of the group,Software,2016
designing and coding,Design,2016
designing and coding,Software,2016
performance in biological experiments,Experiments,2016
analyzing and solving problems,Analysis,2016
analyzing and solving problems,Modelling,2016
plays a backbone role,Administration,2016
plays a backbone role,Supervision,2016
hardworking in completing missions,Other,2016
investigates papers,Design,2016
devotes time to the team,Other,2016
hardworking and responsible,Other,2016
good at performing experiments,Experiments,2016
in charge of human practice work,Human Practices,2016
stimulus and talker,Public Engagement,2016
good at computer science,Software,2016
accomplishes tasks perfectly,Other,2016
enthusiastic in making conversation,Public Engagement,2016
devoted to long-time experiments,Experiments,2016
takes a lot of tasks,Other,2016
good at networking,Collaboration,2016
good at networking,Public Engagement,2016
took part in the research of prion,Experiments,2016
took part in the research of prion,Analysis,2016
good at performing experiments,Experiments,2016
in charge of human practice work,Human Practices,2016
stimulus and talker,Public Engagement,2016
good at computer science,Software,2016
accomplishes tasks perfectly,Other,2016
enthusiastic in making conversation,Public Engagement,2016
devoted to long-time experiments,Experiments,2016
takes a lot of tasks,Other,2016
good at networking,Collaboration,2016
good at networking,Public Engagement,2016
took part in the research of prion,Experiments,2016
took part in the research of prion,Analysis,2016
went to taiwan for communication,Collaboration,2016
went to taiwan for communication,Public Engagement,2016
helps team in deep stress,Supervision,2016
applies bioknowledge to help team,Supervision,2016
manager of human practice projects,Human Practices,2016
manager of human practice projects,Administration,2016
designed human practice projects well,Human Practices,2016
designed human practice projects well,Design,2016
took charge of works of human practice,Human Practices,2016
took charge of works of human practice,Administration,2016
student leader of the team,Administration,2016
student leader of the team,Supervision,2016
manager of the team,Administration,2016
group leader of frontend,Software,2016
group leader of frontend,Administration,2016
group member of frontend,Software,2016
group leader of backend,Software,2016
group leader of backend,Administration,2016
group member of backend,Software,2016
group leader of wiki,Documentation,2016
group leader of wiki,Administration,2016
group member of wiki,Documentation,2016
group leader of art,Creative Contributions,2016
group leader of art,Administration,2016
group member of art,Creative Contributions,2016
group member of biology support,Experiments,2016
advisor,Supervision,2016
sponsored the ustc igem team,Fundraising,2016
helped determine the topic of the project,Design,2016
gave valuable advices in basic biology,Supervision,2016
gave valuable advices in basic biology,Training,2016
instructed by lecture of synthetic biology,Training,2016
provided a high performance server,Hardware,2016
provided a high performance server,Software,2016
offered beneficial advices on software programming,Supervision,2016
offered beneficial advices on software programming,Software,2016
wiki,Documentation,2016
project management,Administration,2016
docker & unit test,Software,2016
art,Creative Contributions,2016
biology support,Supervision,2016
biology support,Training,2016
biology support,Safety,2016
biobrick management,Parts,2016
gave valuable advices in basic biology,Supervision,2016
gave valuable advices in basic biology,Training,2016
instructed by lecture of synthetic biology,Training,2016
provided a high performance server,Hardware,2016
provided a high performance server,Software,2016
offered beneficial advices on software programming,Supervision,2016
offered beneficial advices on software programming,Software,2016
wiki,Documentation,2016
project management,Administration,2016
docker & unit test,Software,2016
art,Creative Contributions,2016
biology support,Supervision,2016
biology support,Training,2016
biology support,Safety,2016
biobrick management,Parts,2016
module: pano,Software,2016
module: pathway_finder,Software,2016
module: forum,Software,2016
module: simulation,Software,2016
module: simulation,Modelling,2016
module: blast,Software,2016
module: blast,Analysis,2016
module: abacus,Software,2016
module: abacus,Analysis,2016
module: biobrick_manager,Software,2016
module: biobrick_manager,Parts,2016
organizing team activities,Administration,2016
turned to for help when faced with difficulties,Supervision,2016
king of logistic support,Administration,2016
king of logistic support,Material Supply,2016
control of the technology of making competence yeasts,Design,2016
control of the technology of making competence yeasts,Experiments,2016
managed experiments,Experiments,2016
finish tasks for team convenience,Administration,2016
cautious experiment performer,Experiments,2016
excellent in biological experiments,Experiments,2016
hardworking in biology experiments,Experiments,2016
impressive experiment skills,Experiments,2016
stimulus and talker of the team,Human Practices,2016
stimulus and talker of the team,Public Engagement,2016
enthusiastic in lab conversations,Human Practices,2016
took part in research of prion,Experiments,2016
communication with other teams,Collaboration,2016
thermococcus kodakarensis protocols,Experiments,2017
supplies,Material Supply,2017
guidance,Supervision,2017
use of their lab,Material Supply,2017
assistance with some protocols,Supervision,2017
assistance with the liquid liquid extraction protocol,Supervision,2017
running the gas chromatograph for the team,Experiments,2017
teaching a biological research methods seminar,Training,2017
assistance with hotel booking,Administration,2017
assistance with booking flights,Administration,2017
taught a two day lab methods seminar,Training,2017
joined the team,Other,2017
attending the giant jamboree in boston,Other,2017
heard about igem,Other,2017
get experience with gene editing,Experiments,2017
decided to do igem,Other,2017
explorer the vast intricacies of natural world and forge its future conditions,Human Practices,2017
president of dalhousie igem,Administration,2017
wet lab team lead,Experiments,2017
wet lab team lead,Supervision,2017
human practices team lead,Human Practices,2017
human practices team lead,Supervision,2017
fundraising team lead,Fundraising,2017
fundraising team lead,Leadership,2017
dry lab team lead,Analysis,2017
dry lab team lead,Leadership,2017
web design team lead,Documentation,2017
web design team lead,Software,2017
web design team lead,Leadership,2017
communications team lead,Public Engagement,2017
communications team lead,Leadership,2017
wet lab,Experiments,2017
human practices,Human Practices,2017
president,Administration,2017
president,Leadership,2017
interlab team lead,Interlab,2017
interlab team lead,Leadership,2017
dry lab mentor,Analysis,2017
dry lab mentor,Supervision,2017
wet lab mentor,Experiments,2017
wet lab mentor,Supervision,2017
cloning mentor,Supervision,2017
cloning mentor,Training,2017
