Activity,Matching,year
introduced themselves and talked about ideas and visions,Human Practices,2016
developed and discussed team structure,Administration,2016
specified some team rules,Administration,2016
had a barbecue and a pub quiz at the kickoff event,Public Engagement,2016
taught new students about cloning and the biobrick system in workshops,Training,2016
taught new students about cloning and the biobrick system in workshops,Parts,2016
introduced several computer programs in workshops,Training,2016
introduced several computer programs in workshops,Software,2016
went hiking on may 1st,Other,2016
spent a day together at weinlagenwanderung,Other,2016
had a seminar in kleinwalsertal,Training,2016
climbed a mountain in kleinwalsertal,Other,2016
developed a first concept for the human practices work in kleinwalsertal,Human Practices,2016
joined the german igem meet-up in marburg,Collaboration,2016
joined the german igem meet-up in marburg,Public Engagement,2016
presented their project at the marburg meet-up,Public Engagement,2016
presented their project at the marburg meet-up,Collaboration,2016
made agreements regarding collaborations at the marburg meet-up,Collaboration,2016
socialized with other teams at the marburg meet-up,Collaboration,2016
played bubble soccer and camped at the marburg meet-up,Other,2016
participated in a team-building event,Other,2016
organised a pokémon-style team-building event,Other,2016
participated in pokémon-style mini-games,Other,2016
had a barbecue at the team-building event,Other,2016
presented their project to evonik,Public Engagement,2016
had discussions and received feedback from evonik,Public Engagement,2016
had discussions and received feedback from evonik,Human Practices,2016
had a tour in the marl chemical park,Other,2016
worked closely with the robotics team,Collaboration,2016
worked closely with the robotics team,Hardware,2016
exchanged ideas and visions with the robotics team,Collaboration,2016
exchanged ideas and visions with the robotics team,Human Practices,2016
taught the robotics team how to clone mvenus behind a t7-promoter,Training,2016
taught the robotics team how to clone mvenus behind a t7-promoter,Experiments,2016
gave a basic introduction to programming with raspberry pi/arduino to the team,Training,2016
gave a basic introduction to programming with raspberry pi/arduino to the team,Software,2016
visited the giant jamboree,Public Engagement,2016
managing our orders,Administration,2016
managing our orders,Material Supply,2016
supporting us,Supervision,2016
being our advisor,Supervision,2016
advice,Supervision,2016
advice regarding human practices,Supervision,2016
advice regarding human practices,Human Practices,2016
manage the sponsoring,Fundraising,2016
gave a workshop for our sponsoring team,Training,2016
gave a workshop for our sponsoring team,Collaboration,2016
helped our design team,Design,2016
helped our design team,Collaboration,2016
supervise the chemical synthesis group,Supervision,2016
supervise the chemical synthesis group,Experiments,2016
helping out our hardware team,Hardware,2016
helping out our hardware team,Collaboration,2016
advice to our modeling team,Modelling,2016
advice to our modeling team,Supervision,2016
gave good advice and support,Supervision,2016
project coordination,Administration,2016
team reporter,Documentation,2016
team colicin and orthogonal pair,Parts,2016
team minicolicin,Experiments,2016
team metabolic burden,Experiments,2016
team chemical synthesis,Experiments,2016
team robotics,Hardware,2016
team wiki,Documentation,2016
research: plant biotechnology and metabolic engineering,Design,2016
work in modelling department,Modelling,2016
human practices project,Human Practices,2016
"troubleshooting, advising, and letting us use the ihvcb lab for the experiments",Supervision,2016
"troubleshooting, advising, and letting us use the ihvcb lab for the experiments",Material Supply,2016
consulting and advising our modeling division,Supervision,2016
consulting and advising our modeling division,Modelling,2016
every consultation and advices,Supervision,2016
advising our human practice event and introducing our team to several interviewees for our social studies,Human Practices,2016
advising our human practice event and introducing our team to several interviewees for our social studies,Supervision,2016
every particular support given,Supervision,2016
financial and fundraising consultation,Fundraising,2016
financial and fundraising consultation,Supervision,2016
"advising, and supporting every human practice studies we’ve done",Human Practices,2016
"advising, and supporting every human practice studies we’ve done",Supervision,2016
checking our progress and being our presentation coach,Supervision,2016
checking our progress and being our presentation coach,Creative Contributions,2016
lab support,Supervision,2016
lab support,Material Supply,2016
visiting and supporting our exhibition booth during education fair,Public Engagement,2016
visiting and supporting our exhibition booth during education fair,Supervision,2016
synbio day speaker,Public Engagement,2016
grant our wish to conduct school visit event,Public Engagement,2016
grant our wish to conduct school visit event,Supervision,2016
actively participating and giving feedback during discussion,Human Practices,2016
actively participating and giving feedback during discussion,Collaboration,2016
special talk for social studies,Public Engagement,2016
as a voice of gay community,Human Practices,2016
helping determine project,Design,2016
helping determine project,Supervision,2016
offering guidance and advice,Supervision,2016
allowing to use the fluorescence microscope,Material Supply,2016
providing bacteria with plasmid,Material Supply,2016
offering genome of yeast and pyescgap plasmid,Material Supply,2016
help with experiments,Experiments,2016
help with experiments,Supervision,2016
support on lab and reagents,Material Supply,2016
allowing to use micro-spectrophotometer,Material Supply,2016
advice on project,Supervision,2016
offering pgad-t7 plasmid and pgbk-t7 plasmid,Material Supply,2016
helping with image processing,Software,2016
helping with image processing,Analysis,2016
help on new team recruitment,Administration,2016
taking in charge of daily affairs in lab,Administration,2016
project outreach through social network and activities,Public Engagement,2016
hosting the preliminary investigation,Experiments,2016
hosting the preliminary investigation,Design,2016
attributing work to team members,Administration,2016
managing the global experiment design,Design,2016
managing the global experiment design,Administration,2016
managing the project progress,Administration,2016
taking part in the construction of the pro priontein system,Experiments,2016
writing the contents of our wiki,Documentation,2016
focusing on the academic assistance,Training,2016
working for the preliminary investigation,Design,2016
assisting our experiments,Experiments,2016
taking charge of adding parts to the registry,Parts,2016
focusing on the logistical support,Administration,2016
making the competent cells,Experiments,2016
preparing mediums,Experiments,2016
instructing other team members in performing experiments,Training,2016
instructing other team members in performing experiments,Experiments,2016
taking charge of financial affairs,Fundraising,2016
taking charge of financial affairs,Administration,2016
connecting with our sponsor,Fundraising,2016
connecting with our sponsor,Collaboration,2016
register of our team,Administration,2016
register of the giant jamboree,Administration,2016
assisting team members to get the visa,Administration,2016
shipping our parts to hq,Parts,2016
shipping our parts to hq,Material Supply,2016
assisting writing our wiki,Documentation,2016
finishing 3 circuits of the propri-ontein system,Experiments,2016
finishing 3 circuits of the propri-ontein system,Design,2016
main performer of the experiments,Experiments,2016
assisting the experiments of other groups,Collaboration,2016
main performer of our modeling part,Modelling,2016
main performer of the preliminary investigation,Design,2016
helping team bit with their modeling,Collaboration,2016
helping team bit with their modeling,Modelling,2016
assisting a lot of experiments,Collaboration,2016
finishing 4 circuits of the pro priontein system,Experiments,2016
designing the experiments of gfp split,Design,2016
performing the experiments of gfp split,Experiments,2016
writing the contents around the pro priontein system on our wiki,Documentation,2016
performing a lot of experiments,Experiments,2016
designing and buying our team uniform,Creative Contributions,2016
observing results through the fluorescence microscope,Experiments,2016
giving lectures about modeling,Training,2016
giving lectures about modeling,Modelling,2016
taking charge of our modeling,Modelling,2016
collaboration with team bit,Collaboration,2016
assisting experiments,Experiments,2016
assisting wiki writing,Documentation,2016
writing the codes of our wiki,Documentation,2016
writing the codes of our wiki,Software,2016
shooting a film about the molecular biology experiments,Public Engagement,2016
shooting a film about the molecular biology experiments,Creative Contributions,2016
assisting the art design,Creative Contributions,2016
taking charge of the poster design,Creative Contributions,2016
assisting the experiments,Experiments,2016
assisting human practices,Human Practices,2016
taking part in the experiments of both systems,Experiments,2016
assisting hosting the weekly meeting,Administration,2016
registering our parts,Parts,2016
taking part in the experiments of the propri-ontein system,Experiments,2016
writing the contents around the propri-ontein system on our wiki,Documentation,2016
assisting our human practices,Human Practices,2016
taking part in the experiments of the pro priontein system,Experiments,2016
designing and printing the calling card of our team,Creative Contributions,2016
observing results through fluorescence microscope,Experiments,2016
assisting all the experiments,Experiments,2016
taking charge of our human practices,Human Practices,2016
writing the contents around human practices on our wiki,Human Practices,2016
writing the contents around human practices on our wiki,Documentation,2016
assisting the experiments of all groups,Experiments,2016
helping design our mascot,Creative Contributions,2016
assisting modeling,Modelling,2016
programming our spin-off software,Software,2016
designing and making our hardware,Hardware,2016
giving lectures about hardwares,Hardware,2016
giving lectures about hardwares,Training,2016
assisting writing codes of our wiki,Software,2016
assisting writing codes of our wiki,Documentation,2016
assisting proofreading our wiki,Documentation,2016
assisting our modeling,Modelling,2016
assisting the preliminary investigation,Design,2016
taking charge of proofreading our experiment logs and wiki,Documentation,2016
assisting art design,Creative Contributions,2016
helping with the cartography,Other,2016
assisting the wiki design,Documentation,2016
managing human practices,Human Practices,2016
managing the encoding life association (ela),Administration,2016
joined nearly all the activities,Design,2016
joined nearly all the activities,Experiments,2016
joined nearly all the activities,Documentation,2016
joined nearly all the activities,Interlab,2016
joined nearly all the activities,Modelling,2016
joined nearly all the activities,Analysis,2016
joined nearly all the activities,Parts,2016
joined nearly all the activities,Safety,2016
joined nearly all the activities,Entrepreneurship,2016
joined nearly all the activities,Hardware,2016
joined nearly all the activities,Software,2016
joined nearly all the activities,Human Practices,2016
joined nearly all the activities,Public Engagement,2016
joined nearly all the activities,Collaboration,2016
joined nearly all the activities,Fundraising,2016
joined nearly all the activities,Creative Contributions,2016
joined nearly all the activities,Administration,2016
joined nearly all the activities,Material Supply,2016
joined nearly all the activities,Supervision,2016
joined nearly all the activities,Training,2016
recognized as a human-figure computer,Software,2016
recognized as a human-figure computer,Modelling,2016
turned to for help,Supervision,2016
dependable team member,Collaboration,2016
king of the logistic support,Administration,2016
king of the logistic support,Material Supply,2016
takes control of the technology of making competence yeasts,Experiments,2016
takes control of the technology of making competence yeasts,Parts,2016
stands firm amid adversities,Human Practices,2016
finish some boring tasks,Administration,2016
finish some boring tasks,Documentation,2016
performs main tasks of molecular cloning,Experiments,2016
performs main tasks of molecular cloning,Parts,2016
great experiment performer,Experiments,2016
friendly among all the group leaders,Collaboration,2016
did a lot in experiments and the design of parts,Experiments,2016
did a lot in experiments and the design of parts,Parts,2016
focuses on the modeling task,Modelling,2016
leads us in modeling,Modelling,2016
cyber guy of our group,Software,2016
good programmer,Software,2016
performance in biological experiments,Experiments,2016
completes many missions,Other,2016
devotes lots of his time to our team,Other,2016
good at performing experiments,Experiments,2016
in charge of our human practice work,Human Practices,2016
stimulus and talker,Public Engagement,2016
good at computer science,Software,2016
accomplish tasks perfectly,Other,2016
takes a lot of tasks,Other,2016
took part in the research of prion,Experiments,2016
took part in the research of prion,Analysis,2016
helps us when we are in deep stress,Supervision,2016
apply her bioknowledge to help us,Other,2016
manager of our human practice projects,Human Practices,2016
helped determine the topic of the project,Design,2016
gave valuable advices in basic biology,Other,2016
instructed by lecture of synthetic biology,Training,2016
provided a high performance server,Software,2016
provided a high performance server,Material Supply,2016
offered beneficial advices on software programming,Software,2016
project management,Administration,2016
docker & unit test,Software,2016
art,Creative Contributions,2016
biology support,Supervision,2016
biobrick management,Parts,2016
module: pano,Software,2016
module: pathway_finder,Software,2016
module: forum,Software,2016
module: simulation,Software,2016
module: simulation,Modelling,2016
module: blast,Software,2016
module: blast,Analysis,2016
module: abacus,Software,2016
module: biobrick_manager,Software,2016
module: biobrick_manager,Parts,2016
managed the experiments,Experiments,2016
friendly group leader,Supervision,2016
offered professional guidance in modeling,Supervision,2016
offered professional guidance in modeling,Modelling,2016
leads in modeling,Modelling,2016
complete many missions,Other,2016
devote lots of his time to our team,Other,2016
accomplish given tasks perfectly,Other,2016
taken a lot of tasks,Other,2016
assistance with the liquid liquid extraction protocol,Experiments,2017
running the gas chromatograph for the team,Experiments,2017
teaching a biological research methods seminar,Training,2017
assistance with hotel booking,Administration,2017
assistance with booking flights,Administration,2017
co-president,Administration,2017
joined the team,Other,2017
decided to do igem,Other,2017
igem offered an excellent way to explorer,Other,2017
mechanisms and regulation of archaeal transcription,Analysis,2017
mechanisms and regulation of archaeal transcription,Design,2017
"metabolic engineering, synechocystis tools",Experiments,2017
"metabolic engineering, synechocystis tools",Design,2017
"bacterial pathogenesis, diagnostic microbiology",Experiments,2017
"bacterial pathogenesis, diagnostic microbiology",Design,2017
president,Administration,2017
wet lab team lead,Supervision,2017
wet lab team lead,Experiments,2017
human practices team lead,Supervision,2017
human practices team lead,Human Practices,2017
fundraising team lead,Supervision,2017
fundraising team lead,Fundraising,2017
dry lab team lead,Supervision,2017
dry lab team lead,Analysis,2017
web design team lead,Supervision,2017
web design team lead,Documentation,2017
web design team lead,Software,2017
communications team lead,Supervision,2017
communications team lead,Public Engagement,2017
wet lab,Experiments,2017
human practices,Human Practices,2017
interlab team lead,Interlab,2017
dry lab mentor,Supervision,2017
dry lab mentor,Analysis,2017
wet lab mentor,Supervision,2017
wet lab mentor,Experiments,2017
cloning mentor,Supervision,2017
cloning mentor,Experiments,2017
human practices mentor,Supervision,2017
human practices mentor,Human Practices,2017
dry lab/web design mentor,Supervision,2017
dry lab/web design mentor,Analysis,2017
dry lab/web design mentor,Software,2017
primary pi,Supervision,2017
secondary pi,Supervision,2017
faculty advisor,Supervision,2017
worked on metagenomic library,Experiments,2017
helped with metagenomic library,Experiments,2017
worked on cloning and assay development,Experiments,2017
wrote the pipeline for novel cellulose-degrading enzymes extraction,Software,2017
wrote the pipeline for novel cellulose-degrading enzymes extraction,Analysis,2017
worked on carrying out the pipeline,Analysis,2017
worked on human practices,Human Practices,2017
provided peripheral help on uploading content to the wiki,Documentation,2017
providing ideas and concepts,Design,2017
mediator with school authorities,Administration,2017
managed team to gather funds,Fundraising,2017
assisted in lab activities,Experiments,2017
helped designing experiments,Design,2017
conducting project surveys,Human Practices,2017
outreach initiatives,Public Engagement,2017
managed team work with igem deadlines,Administration,2017
keeping track of team and time,Administration,2017
assisted with wiki page,Documentation,2017
public relation department,Public Engagement,2017
lab experiments,Experiments,2017
conducting interactive talk sessions,Public Engagement,2017
logo designing,Creative Contributions,2017
event organizing at college level,Public Engagement,2017
industrial visits,Public Engagement,2017
managing team’s social networking sites,Public Engagement,2017
lab work and experiments,Experiments,2017
content writing for wiki page,Documentation,2017
attending regional meet up,Collaboration,2017
literature survey for the project,Design,2017
igem interlab study-2017 experiments,Interlab,2017
conducting interactive session at local schools,Public Engagement,2017
industrial visit,Public Engagement,2017
participation in village awareness campaigns,Public Engagement,2017
preparation of games for college event,Public Engagement,2017
wiki page theme,Documentation,2017
creating various surveys,Human Practices,2017
talk session at various local schools,Public Engagement,2017
experiment designing,Design,2017
experiment designing,Experiments,2017
lab work and cloning experiments,Experiments,2017
bioinformatics study,Analysis,2017
t shirt designing,Creative Contributions,2017
cloning experiments,Experiments,2017
protein profiling,Experiments,2017
statistical analysis on water issues,Analysis,2017
product formation and standardization,Experiments,2017
data analysis for igem interlab study-2017,Analysis,2017
data analysis for igem interlab study-2017,Interlab,2017
wiki theme,Documentation,2017
wiki theme,Software,2017
wiki page designing,Documentation,2017
wiki page designing,Software,2017
covering project progress by capturing pictures,Documentation,2017
covering project progress by capturing pictures,Public Engagement,2017
worked extensively in the wet and dry lab,Experiments,2017
worked extensively in the wet and dry lab,Analysis,2017
"responsible for designing most of our primers, oligos, and assembly methods",Design,2017
"responsible for designing most of our primers, oligos, and assembly methods",Parts,2017
conceived of various experimental plans and techniques,Design,2017
conceived of various experimental plans and techniques,Experiments,2017
contributed significantly to work in wet lab,Experiments,2017
helped with modelling,Modelling,2017
design of the overall project and experimental procedures,Design,2017
design of the overall project and experimental procedures,Experiments,2017
contributed by designing some ordered dna,Design,2017
contributed by designing some ordered dna,Parts,2017
helped the team work and troubleshoot in the wet lab,Experiments,2017
made sure everything stayed organised within the lab,Administration,2017
contributed by performing hundreds of experiments,Experiments,2017
helped the team work on human practices,Human Practices,2017
helped brainstorm ideas for the project,Design,2017
catalogued parts,Parts,2017
contributed to wet lab work,Experiments,2017
worked in the wet lab for biology,Experiments,2017
worked in the clean room to build the microfluidic device,Hardware,2017
helped design the microfluidic device,Design,2017
helped design the microfluidic device,Hardware,2017
contributed to the teams research for human practices,Human Practices,2017
was the team’s human practices expert,Human Practices,2017
shouldered most of data collection responsibility,Analysis,2017
analysed all of the data and drew conclusions,Analysis,2017
helped in the biology wet lab,Experiments,2017
worked extensively in the wet lab,Experiments,2017
involved with effectively all biological experiments,Experiments,2017
helped raise funding for the team,Fundraising,2017
contributed to our public outreach,Public Engagement,2017
helped design and build the microfluidic device,Design,2017
helped design and build the microfluidic device,Hardware,2017
helped design our scoring system and analyses for human practices,Design,2017
helped design our scoring system and analyses for human practices,Human Practices,2017
helped design the wiki,Documentation,2017
crucial to the success of the modelling of the project,Modelling,2017
developed the software for the model,Software,2017
helped develop the model itself,Modelling,2017
helped develop certain aspects of the wiki,Documentation,2017
helped develop the oligo designer software,Software,2017
instrumental in creating the wiki,Documentation,2017
responsible for human practice and wiki,Human Practices,2017
responsible for human practice and wiki,Documentation,2017
leader of gzhs-united,Administration,2017
giving comments and suggestions for presentation and modeling,Supervision,2017
giving comments and suggestions for presentation and modeling,Modelling,2017
design the poster and wiki,Creative Contributions,2017
design the poster and wiki,Documentation,2017
responsible for mathematical modeling and wiki design,Modelling,2017
responsible for mathematical modeling and wiki design,Documentation,2017
responsible for constructing standard basic part and testifying the antioxidation of astaxanthin,Parts,2017
responsible for constructing standard basic part and testifying the antioxidation of astaxanthin,Experiments,2017
responsible for some translation work and some human practice work,Human Practices,2017
responsible for some translation work and some human practice work,Other,2017
one of the member of wet-lab team,Experiments,2017
in charge of the improvement of professional words and oral english,Documentation,2017
"giving expert advises in art design, from poster to wiki",Creative Contributions,2017
"giving expert advises in art design, from poster to wiki",Documentation,2017
in charge of igem of guangdong experimental high school,Administration,2017
gave training about the safety and regulation of lab,Safety,2017
gave training about the safety and regulation of lab,Training,2017
guided students to win prizes in various biology-related competitions,Supervision,2017
in charge of the apparatus and helped to do some preparations for experiences,Material Supply,2017
in charge of the apparatus and helped to do some preparations for experiences,Experiments,2017
"guided throughout the whole training, from project selecting, project initialization management to program construction",Supervision,2017
"guided throughout the whole training, from project selecting, project initialization management to program construction",Training,2017
"guided throughout the whole training, from project selecting, project initialization management to program construction",Design,2017
specialized in infectious disease and pathogen biology,Analysis,2017
responsible for the experiment data record,Documentation,2017
responsible for the experiment data record,Analysis,2017
picture collection,Documentation,2017
conclusion for improvement and suggestions of the experiment,Analysis,2017
involved in the lab experiments,Experiments,2017
responsible for the wiki attribution part,Documentation,2017
member of human practice projects,Human Practices,2017
main designer of the group poster,Creative Contributions,2017
presentation powerpoint design,Creative Contributions,2017
in charge of the bacteria part of the experiment,Experiments,2017
designer of human practice’s content,Human Practices,2017
responsible for the experimental data collection,Experiments,2017
responsible for the experimental data collection,Analysis,2017
translate the daily reporter,Documentation,2017
assistance of the daily reporter,Documentation,2017
responsible for all the human practices and public engagement activities,Human Practices,2017
responsible for all the human practices and public engagement activities,Public Engagement,2017
participated in the lab work,Experiments,2017
wiki design,Documentation,2017
brought cats to meeting room,Other,2017
came up with the idea of killing mosquitoes using bacterial proteins,Design,2017
focused on bacillus subtilis and bacillus thuringiensis israelensis,Experiments,2017
focused on bacillus subtilis and bacillus thuringiensis israelensis,Analysis,2017
responsible for introducing the design of the experiment in presentation,Documentation,2017
in charge of the entrepreneurship part in the giant jamboree,Entrepreneurship,2017
poster presentation,Public Engagement,2017
poster presentation,Creative Contributions,2017
connector of the team,Collaboration,2017
connector of the team,Administration,2017
"one of the authors of experiment and principal part in wiki, presentation and poster",Experiments,2017
"one of the authors of experiment and principal part in wiki, presentation and poster",Documentation,2017
"one of the authors of experiment and principal part in wiki, presentation and poster",Public Engagement,2017
"one of the authors of experiment and principal part in wiki, presentation and poster",Creative Contributions,2017
designer of the logo of our team,Creative Contributions,2017
helper in laboratory,Experiments,2017
brainstorm with teammates,Design,2017
brainstorm with teammates,Collaboration,2017
provides ideas for the project,Design,2017
helped to make the plan of our product,Design,2017
helped to make the plan of our product,Entrepreneurship,2017
responsible for the advertisements of the product,Public Engagement,2017
responsible for the advertisements of the product,Entrepreneurship,2017
managed the sale of the product,Entrepreneurship,2017
deal with feedback from the customers,Human Practices,2017
involved the experiment,Experiments,2017
video making,Public Engagement,2017
video making,Creative Contributions,2017
participated in the experiments,Experiments,2017
did the genomic dna extraction of bacteria,Experiments,2017
constructed genomic dna into expression vector,Experiments,2017
transform of the vector,Experiments,2017
doing experiments in the lab,Experiments,2017
find places for the video shooting,Public Engagement,2017
find places for the video shooting,Creative Contributions,2017
member in the human practice,Human Practices,2017
take charge in the activities recording,Documentation,2017
experience photographing,Documentation,2017
experience photographing,Creative Contributions,2017
responsible for propagandizing the project and the product,Public Engagement,2017
directors of the promotional video,Creative Contributions,2017
providing suggestions for video shooting,Creative Contributions,2017
used the camera and the uav to make the video,Creative Contributions,2017
involved in the experiment,Experiments,2017
mainly responsible for the business plan of our product,Entrepreneurship,2017
helped build the wiki,Documentation,2017
made wonderful ppt,Creative Contributions,2017
took part in several tasks for the final result,Other,2017
wrote a final paper to summarize the result of the survey,Documentation,2017
analyzed the market position for the product pestijelly,Entrepreneurship,2017
set a business plan to popularize the product,Entrepreneurship,2017
attributed to speech draft of business plan,Entrepreneurship,2017
took part in the experiment of engineering,Experiments,2017
conducted safety training and lab regulation,Safety,2017
conducted safety training and lab regulation,Training,2017
in charge of the apparatus,Hardware,2017
helped to do some preparations for experiences,Experiments,2017
monitor us to ensure our safety,Safety,2017
expended knowledge about gene engineering,Design,2017
gave team members classes on molecular biology and synthetic biology,Training,2017
introduction on virology and bacteriology,Training,2017
advised on project idea,Supervision,2017
provided aedes albopictus eggs,Material Supply,2017
taught how to raise mosquito larvae,Training,2017
took charge in personnel management and experimental development,Administration,2017
took charge in personnel management and experimental development,Experiments,2017
chief advisor for presentation,Supervision,2017
chief advisor for presentation,Creative Contributions,2017
gave suggestions on how to present a project,Creative Contributions,2017
advised on modeling,Supervision,2017
advised on modeling,Modelling,2017
help students finish their wiki and poster,Documentation,2017
help students finish their wiki and poster,Creative Contributions,2017
directing students to design their project,Design,2017
directing students to design their project,Supervision,2017
instructed to design our project,Design,2017
instructed to design our project,Supervision,2017
"gave advices on team wiki, poster and presentation",Documentation,2017
"gave advices on team wiki, poster and presentation",Creative Contributions,2017
"gave advices on team wiki, poster and presentation",Supervision,2017
gave lessons about synthetic biology and experimental course,Training,2017
gave lessons about synthetic biology and experimental course,Experiments,2017
helped training the students in experimental operation skills,Training,2017
helped training the students in experimental operation skills,Experiments,2017
helped to design and finish our molecular biology experiment,Design,2017
helped to design and finish our molecular biology experiment,Experiments,2017
gave suggestions for our graphic design and speech,Creative Contributions,2017
gave suggestions for our graphic design and speech,Public Engagement,2017
provides field for experiment and activating,Material Supply,2017
provides field for experiment and activating,Experiments,2017
gives precious suggestions to project,Design,2017
gives precious suggestions to project,Supervision,2017
advisor in modeling,Supervision,2017
advisor in modeling,Modelling,2017
in charge of instruction of team project and experiment design,Supervision,2017
in charge of instruction of team project and experiment design,Design,2017
in charge of instruction of team project and experiment design,Experiments,2017
in charge of management planning of igem-hust,Administration,2017
in charge of building standard bioobricks,Parts,2017
member of experiment group,Experiments,2017
helping construct plasmid vector with new features,Experiments,2017
helping construct plasmid vector with new features,Parts,2017
preparing and submitting parts,Parts,2017
preparing and submitting parts,Documentation,2017
member of the modeling part,Modelling,2017
finish the wiki,Documentation,2017
member of experimental group,Experiments,2017
member of our group for the capture part,Parts,2017
wet lab work,Experiments,2017
modeling,Modelling,2017
wiki framework,Documentation,2017
art and design,Creative Contributions,2017
constructing our project and the experiments,Design,2017
constructing our project and the experiments,Experiments,2017
leading our team,Administration,2017
designing & coding,Software,2017
designing & coding,Design,2017
human practice,Human Practices,2017
in charge of the modeling group,Supervision,2017
in charge of the modeling group,Modelling,2017
theory & experiment,Design,2017
theory & experiment,Experiments,2017
in charge of plasmid construction and parts,Parts,2017
in charge of plasmid construction and parts,Experiments,2017
help with the modeling group,Modelling,2017
help with the modeling group,Supervision,2017
summary after activities,Documentation,2017
organization of every social research,Human Practices,2017
contact with the pharmaceutical factory,Collaboration,2017
contact with the pharmaceutical factory,Entrepreneurship,2017
organize the activities related to the hp,Human Practices,2017
organize the activities related to the hp,Administration,2017
theory & experiment & human practice,Design,2017
theory & experiment & human practice,Experiments,2017
theory & experiment & human practice,Human Practices,2017
responsible for managing the team,Administration,2017
instructing team members to design and implement the project,Training,2017
instructing team members to design and implement the project,Design,2017
contacting with professors and seniors,Collaboration,2017
contacting with professors and seniors,Supervision,2017
finding labs,Material Supply,2017
supervising the progress of the project,Supervision,2017
managing the team,Administration,2017
holding the public activity and investigation,Public Engagement,2017
holding the public activity and investigation,Human Practices,2017
constructing the project theory and the experiments,Design,2017
constructing the project theory and the experiments,Experiments,2017
responsible for the human practice,Human Practices,2017
in charge of all the tasks of designing,Design,2017
in charge of modeling,Modelling,2017
helped with the theoretical experimental group,Design,2017
helped with the theoretical experimental group,Experiments,2017
construction of our wiki,Documentation,2017
served as a point of contact with the department of undergraduate biology,Administration,2017
shared expertise on project formulation and presentation,Supervision,2017
shared expertise on project formulation and presentation,Design,2017
provided insights to refine project and protocols,Supervision,2017
provided insights to refine project and protocols,Design,2017
helped understand the kinetics behind project,Supervision,2017
helped understand the kinetics behind project,Modelling,2017
assisted with suggestions on cell lysis and protein purification,Supervision,2017
assisted with suggestions on cell lysis and protein purification,Experiments,2017
helped model phylogenic tree,Modelling,2017
assisted with interlab,Interlab,2017
provided access to a plate reader,Material Supply,2017
acted as a liaison for transactions and access to funds,Fundraising,2017
helped with setup and troubleshooting of equipment,Hardware,2017
helped with setup and troubleshooting of equipment,Administration,2017
offered expertise during mrsa testing,Experiments,2017
offered expertise during mrsa testing,Analysis,2017
ensured safety regulations were strictly followed,Safety,2017
shared insights on clinical application of project,Human Practices,2017
responsible for nearly all aspects of the project,Administration,2017
allowing team to utilize his lab space,Material Supply,2017
helping with troubleshooting,Hardware,2017
helping with troubleshooting,Administration,2017
providing lab materials,Material Supply,2017
helping organize space in the lab,Administration,2017
helping purchase lab materials,Material Supply,2017
helping find sponsors,Fundraising,2017
providing environment for safe usage of aflatoxin b1,Safety,2017
providing the aflatoxin b1,Material Supply,2017
designing and creating igem wiki page,Documentation,2017
responsible for making the device,Hardware,2017
proposed the idea to check whether the plants are ill by detecting their vocs,Design,2017
domesticate the trichoderma,Experiments,2017
responsible for device design,Design,2017
responsible for device design,Hardware,2017
responsible for data analysis,Analysis,2017
responsible for programming work,Software,2017
responsible for art work,Creative Contributions,2017
took part in experiments of the remote-control of trichoderma,Experiments,2017
data analysis,Analysis,2017
programming work,Software,2017
built the connection between our team and the hq of igem,Collaboration,2017
team construction,Administration,2017
in charge of the lab,Administration,2017
provided trichoderma.atroviride and agrobacterium strain,Material Supply,2017
provided protocols about filamentous fungi,Training,2017
designed and optimizing project,Design,2017
gave random insertion plasmid,Material Supply,2017
pcr to get h3 promoters and rp27 terminators,Experiments,2017
supported on voc hardware examination,Hardware,2017
provided tobacco seeds and seedlings,Material Supply,2017
allowed use of large-scale experimental apparatus platform,Material Supply,2017
gave pseudomonas fluorescens 2p24 strain,Material Supply,2017
got phlabcd cluster through genomic pcr,Experiments,2017
gave four plasmids for t.atroviride genetic engineering kit,Material Supply,2017
sampled gas from tobacco field for gc-ms,Experiments,2017
contacted with cntc in hunan province,Collaboration,2017
lead investigation in hunan province,Human Practices,2017
helped contact with managers of zhejiang science & technology museum,Public Engagement,2017
advised and reviewed human practices strategies,Supervision,2017
advised and reviewed human practices strategies,Human Practices,2017
supervised lab work and ensured safety,Supervision,2017
supervised lab work and ensured safety,Safety,2017
instructed in many aspects,Supervision,2017
inspired consideration of practical application,Entrepreneurship,2017
provided support on difficult techniques,Supervision,2018
provided support as an advisor,Supervision,2018
carried out all experiments,Experiments,2018
worked on the 2nd lock in our triple lock system - semantic containment,Design,2018
worked on mathematical modelling,Modelling,2018
building wiki,Documentation,2018
dna degradation switch,Design,2018
worked on the 3rd lock in our triple lock system - alternative selection,Design,2018
designed and carried out the experimentation that tested the protocols for making maxicells,Design,2018
designed and carried out the experimentation that tested the protocols for making maxicells,Experiments,2018
characterised the methods that were easiest and most efficient,Analysis,2018
mainly involved in design and construction of fabi and fabv parts,Design,2018
mainly involved in design and construction of fabi and fabv parts,Parts,2018
involved wet lab work,Experiments,2018
part design in other sides of the project,Design,2018
part design in other sides of the project,Parts,2018
contributed to both the biosensor and interlab work,Experiments,2018
contributed to both the biosensor and interlab work,Interlab,2018
helped with graphical analysis of the data obtained,Analysis,2018
chief of social media,Public Engagement,2018
our team photographer,Creative Contributions,2018
