Activity,Matching,year
responsible for wiki construction,Documentation,2016
playing games,Other,2016
learning how microbes can cause human diseases,Design,2016
modeler and occasional statistician for the team,Modelling,2016
modeler and occasional statistician for the team,Analysis,2016
looking for glow-worms under the microscope,Experiments,2016
working on asymmetric cell division mechanism,Experiments,2016
participating in igem,Other,2016
learning about various scientific methods and genetic engineering,Training,2016
enjoying sweet treats and a good swim,Other,2016
exploring more about therapeutics,Design,2016
gathering experience in the interface of science and business,Entrepreneurship,2016
working with bacterial pathogens and the microbiome,Experiments,2016
studying two-component systems in bacteria,Experiments,2016
"holding a senior research fellow position at mbi, nus",Supervision,2016
reprogramming of microbes for disease treatment and prevention,Design,2016
reprogramming of microbes for disease treatment and prevention,Experiments,2016
engineering microorganisms with novel biological functions,Design,2016
engineering microorganisms with novel biological functions,Experiments,2016
researching the role of microtubule in cell division,Experiments,2016
teaching,Training,2016
interested in the use of web-based technology and visualization software to enhance physics teaching and learning,Software,2016
interested in the use of web-based technology and visualization software to enhance physics teaching and learning,Training,2016
team leader,Administration,2016
reading literature for the biological aspects of the riot model,Design,2016
reading literature for the biological aspects of the riot model,Analysis,2016
helped with experiments for the riot invader,Experiments,2016
collecting microplate reader data for the riot responder,Experiments,2016
collecting microplate reader data for the riot invader,Experiments,2016
crafting and running the riot model,Modelling,2016
main corresponder for our modelling collaborations,Collaboration,2016
worked on the riot sensor,Experiments,2016
coding of our wiki,Documentation,2016
coding of our wiki,Software,2016
sourced for sponsors,Fundraising,2016
analysing data from our survey for our business plan,Analysis,2016
analysing data from our survey for our business plan,Entrepreneurship,2016
worked on the riot responder,Experiments,2016
part of the administrative team,Administration,2016
communicating our business plan,Entrepreneurship,2016
worked on the riot invader,Other,2016
design of our wiki,Documentation,2016
team t-shirt design,Creative Contributions,2016
purchasing laboratory supplies,Material Supply,2016
providing cloning and characterisation advice,Supervision,2016
hosting the riot responder team at his lab,Collaboration,2016
hosting the riot sensor team and microplate reader experiments,Collaboration,2016
permission to use the nissle 1917 ∆alr ∆dadx strain,Safety,2016
administrative support,Administration,2016
hosting the riot invader team for invasion assays,Collaboration,2016
making appropriate arrangements for our experiments,Administration,2016
igem-specific guidance,Supervision,2016
development and characterisation of the riot sensor,Design,2016
development and characterisation of the riot sensor,Experiments,2016
development and characterisation of the riot sensor,Parts,2016
supervising the riot responder team’s characterisation experiments,Supervision,2016
setting up our wiki,Documentation,2016
meet every tuesday and brainstorming about the 2016 project,Design,2016
literature research,Design,2016
discussed project in meetings,Design,2016
decided to carry project out,Design,2016
kickoff event,Public Engagement,2016
kickoff event,Administration,2016
team structure development,Administration,2016
specified some team rules,Administration,2016
had a barbecue and a pub quiz,Other,2016
taught about cloning,Training,2016
taught about the biobrick system,Training,2016
taught molecular biology basics,Training,2016
introduced to several computer programs,Training,2016
introduced to several computer programs,Software,2016
went to the weinlagenwanderung in zwingenberg,Other,2016
hiked through the bergstraße mountains,Other,2016
had a picknick,Other,2016
seminar in the kleinwalsertal,Training,2016
climbed a mountain,Other,2016
developed a first concept for the human practices work,Human Practices,2016
visited igem team,Collaboration,2016
joined the marburg meet-up,Collaboration,2016
presented project,Public Engagement,2016
talked about collaborations,Collaboration,2016
played bubble soccer and camping,Other,2016
team-building event,Human Practices,2016
organised a pokémon-style event,Public Engagement,2016
presented project to evonik,Entrepreneurship,2016
had discussions and got feedback at evonik,Human Practices,2016
tour in the marl chemical park,Public Engagement,2016
worked together with robotics team,Collaboration,2016
exchanged ideas with robotics team,Collaboration,2016
taught robotics team how to clone,Training,2016
gave basic introduction to programming,Training,2016
visited the giant jamboree,Public Engagement,2016
"providing lab, advice and materials",Material Supply,2016
"providing lab, advice and materials",Supervision,2016
managing orders and support,Administration,2016
managing orders and support,Material Supply,2016
advisor,Supervision,2016
supporting with materials and expertise,Material Supply,2016
supporting with materials and expertise,Supervision,2016
"provided materials, lab work, and advice",Material Supply,2016
"provided materials, lab work, and advice",Experiments,2016
"provided materials, lab work, and advice",Supervision,2016
"advice, conversations and sharing experiences",Supervision,2016
advice on human practices,Supervision,2016
advice on human practices,Human Practices,2016
managing sponsoring,Fundraising,2016
workshop for sponsoring team,Fundraising,2016
workshop for sponsoring team,Training,2016
helped design team with html,Documentation,2016
helped design team with html,Software,2016
supervise the chemical synthesis group,Supervision,2016
helped hardware team,Hardware,2016
advice to modeling team,Supervision,2016
advice to modeling team,Modelling,2016
advice and support,Supervision,2016
"company visit, presentation, and financial support",Entrepreneurship,2016
"company visit, presentation, and financial support",Fundraising,2016
financial support and workshops,Fundraising,2016
financial support and workshops,Training,2016
financial support,Fundraising,2016
helping to test minicolicin in other organisms than e. coli,Experiments,2016
trying to help with the assembly and characterisation of the orthogonal pair,Experiments,2016
trying to help with the assembly and characterisation of the orthogonal pair,Parts,2016
constructing their own orthogonal pair,Experiments,2016
constructing their own orthogonal pair,Parts,2016
team wiki,Documentation,2016
research: plant biotechnology and metabolic engineering,Design,2016
passing experiences,Training,2016
studying biology,Training,2016
participating,Other,2016
modelling department work,Modelling,2016
expanding knowledge about gene editing and molecular biology,Design,2016
carrying out synthetic biology project,Experiments,2016
learning and working independently,Training,2016
assuring of project's positives,Safety,2016
gaining new experiences,Other,2016
learning how to plan and perform a project,Training,2016
learning from experienced team-members,Training,2016
learning laboratoric techniques,Training,2016
working on a self-dependent project,Design,2016
participating a second time,Other,2016
developing in scientific practice,Training,2016
working on a topic of own interest,Design,2016
project coordination,Administration,2016
passing on experiences,Training,2016
working independently or in a group,Other,2016
part of open research,Documentation,2016
part of open research,Analysis,2016
part of open research,Public Engagement,2016
working independently in a lab,Experiments,2016
developing new skills,Training,2016
supporting the igem-team,Supervision,2016
supporting the igem-team,Administration,2016
supporting the igem-team,Collaboration,2016
passing down experience,Training,2016
support and accompaniment of team,Supervision,2016
support and accompaniment of team,Administration,2016
support and accompaniment of team,Human Practices,2016
winning more students from other disciplines,Public Engagement,2016
winning more students from other disciplines,Human Practices,2016
sharing experience with the team,Training,2016
working practical in early academic years,Experiments,2016
working practical in early academic years,Training,2016
working on own ideas,Design,2016
sharing experiences and practical skills,Training,2016
collaboration with students from different departments,Collaboration,2016
human practices project,Human Practices,2016
"troubleshooting, advising, and letting us use the ihvcb lab for the experiments",Supervision,2016
"troubleshooting, advising, and letting us use the ihvcb lab for the experiments",Material Supply,2016
"troubleshooting, advising, and letting us use the ihvcb lab for the experiments",Experiments,2016
consulting and advising our modeling division,Supervision,2016
consulting and advising our modeling division,Modelling,2016
consultation and advices,Supervision,2016
advising our human practice event and introducing our team to several interviewees for our social studies,Supervision,2016
advising our human practice event and introducing our team to several interviewees for our social studies,Human Practices,2016
particular support,Supervision,2016
financial and fundraising consultation,Fundraising,2016
"advising, and supporting every human practice studies",Supervision,2016
"advising, and supporting every human practice studies",Human Practices,2016
checking our progress and being our presentation coach,Supervision,2016
checking our progress and being our presentation coach,Training,2016
lab support,Material Supply,2016
lab support,Supervision,2016
visiting and supporting our exhibition booth during education fair,Public Engagement,2016
synbio day speaker,Public Engagement,2016
school visit: synthetic biology & hiv-related issues engagement for youth,Public Engagement,2016
school visit: synthetic biology & hiv-related issues engagement for youth,Human Practices,2016
grant our wish to conduct school visit event,Fundraising,2016
grant our wish to conduct school visit event,Public Engagement,2016
public discussion forum,Public Engagement,2016
actively participating and giving feedback during discussion,Collaboration,2016
actively participating and giving feedback during discussion,Human Practices,2016
street interview,Public Engagement,2016
special talk for social studies,Public Engagement,2016
as a voice of gay community,Human Practices,2016
helping determine project,Design,2016
offering guidance and advice,Supervision,2016
allowing use of fluorescence microscope,Material Supply,2016
providing bacteria with plasmid containing sup35nm gene,Parts,2016
offering genome of yeast and pyescgap plasmid,Parts,2016
help with experiments,Experiments,2016
support on lab and reagents,Material Supply,2016
allowing use of micro-spectrophotometer,Material Supply,2016
advice on project,Supervision,2016
offering pgad-t7 plasmid and pgbk-t7 plasmid,Material Supply,2016
helping with image processing,Documentation,2016
helping with image processing,Software,2016
help on new team recruitment,Administration,2016
providing opportunity to share ideas and make progress,Human Practices,2016
joined nearly all the activities,Other,2016
recognized as a human-figure computer,Modelling,2016
recognized as a human-figure computer,Analysis,2016
turned to for help,Supervision,2016
dependable team member,Other,2016
king of the logistic support,Administration,2016
takes control of the technology of making competence yeasts,Experiments,2016
stands firm amid adversities,Other,2016
outgoing for many volunteering activities,Public Engagement,2016
team manager,Administration,2016
performs main tasks of molecular cloning,Experiments,2016
cautious experiment performer,Experiments,2016
friendly among all group leaders,Collaboration,2016
helpful teammate and talented future biologist,Other,2016
young and promising researcher,Other,2016
focuses on the modeling task,Modelling,2016
cyber guy of our group,Software,2016
majors in physics but excellent in biological experiments,Experiments,2016
academic guy,Design,2016
academic guy,Analysis,2016
in the field of plastic,Design,2016
in the field of plastic,Experiments,2016
tries best to compensate for his shortcomings,Other,2016
good at performing experiments,Experiments,2016
in charge of our human practice work,Human Practices,2016
stimulus and talker,Public Engagement,2016
good at computer science,Software,2016
freshman with great passion,Other,2016
honored as one hundred talented people of the chinese academy of sciences,Other,2016
honored as china national funds for distinguished young scientists,Other,2016
changjiang river scholar award scheme professors,Other,2016
student leader of the team,Administration,2016
manager of the team,Administration,2016
group leader of frontend,Software,2016
group member of frontend,Software,2016
group leader of backend,Software,2016
group member of backend,Software,2016
group leader of wiki,Documentation,2016
group member of wiki,Documentation,2016
group leader of art,Creative Contributions,2016
group member of art,Creative Contributions,2016
group member of biology support,Experiments,2016
sponsored the ustc igem team,Fundraising,2016
helped determine the topic of the project,Design,2016
gave valuable advices in basic biology,Supervision,2016
instructed by lecture of synthetic biology,Training,2016
provided a high performance server,Material Supply,2016
offered beneficial advices on software programming,Supervision,2016
offered beneficial advices on software programming,Software,2016
genuine support throughout the project,Supervision,2016
project management,Administration,2016
docker & unit test,Software,2016
biobrick management,Parts,2016
module: forum,Software,2016
module: biobrick_manager,Software,2016
art,Creative Contributions,2016
biology support,Supervision,2016
module: pano,Software,2016
module: pathway_finder,Software,2016
module: simulation,Modelling,2016
module: blast,Analysis,2016
module: abacus,Modelling,2016
module: abacus,Software,2016
arranging the fund,Fundraising,2016
full support of the project and trip to the USA,Supervision,2016
full support of the project and trip to the USA,Fundraising,2016
full support of the project and trip to the USA,Administration,2016
financial support on the project,Fundraising,2016
consummation of the project,Design,2016
consummation of the project,Experiments,2016
consummation of the project,Documentation,2016
consummation of the project,Administration,2016
finish some boring tasks,Administration,2016
finish some boring tasks,Documentation,2016
finish some boring tasks,Other,2016
very helpful teammate,Other,2016
talented future biologist,Other,2016
did a lot in experiments and the design of parts,Experiments,2016
did a lot in experiments and the design of parts,Parts,2016
leads in modeling,Modelling,2016
good programmer,Software,2016
performance in biological experiments,Experiments,2016
made specimens of butterflies and moths,Other,2016
hardworking in the field of plastic,Other,2016
tries his best to compensate for his shortcomings,Other,2016
devotes lots of his time to our team,Other,2016
warm-hearted,Other,2016
good at net-working and unifying our team,Human Practices,2016
took part in the research of prion,Design,2016
went to taiwan for communication,Collaboration,2016
loves laughing and getting on well with others,Other,2016
taught a lab methods seminar,Training,2017
co-president,Administration,2017
attending the giant jamboree,Public Engagement,2017
joined the team,Other,2017
plans on working in infectious disease research,Other,2017
plans to continue studying genetic engineering,Other,2017
decided to do igem,Other,2017
explorer the vast intricacies of the natural world and to forge its future conditions,Human Practices,2017
mechanisms and regulation of archaeal transcription,Experiments,2017
mechanisms and regulation of archaeal transcription,Analysis,2017
"metabolic engineering, synechocystis tools",Experiments,2017
"metabolic engineering, synechocystis tools",Parts,2017
"bacterial pathogenesis, diagnostic microbiology",Experiments,2017
learn about synthetic biology,Training,2017
help cement dalhousie igem’s place in dal’s programming,Public Engagement,2017
experience and embrace synthetic biology,Training,2017
do his honours with a focus on influenza,Experiments,2017
learn more about synthetic biology,Training,2017
explore microorganisms for medical and industrial applications,Experiments,2017
help out with the fundraising and marketing,Fundraising,2017
participate in novel research with a practical application,Experiments,2017
learn how to code websites,Software,2017
learn some bioinformatics and microbiology techniques,Training,2017
learn some bioinformatics and microbiology techniques,Analysis,2017
learn in igem,Training,2017
research and genetic engineering,Design,2017
research and genetic engineering,Experiments,2017
design and execute experiments,Design,2017
design and execute experiments,Experiments,2017
experience problem solving and lab setting in microbiology and genetic engineering,Experiments,2017
experience problem solving and lab setting in microbiology and genetic engineering,Analysis,2017
incorporating different fields of science,Design,2017
incorporating different fields of science,Human Practices,2017
joined igem,Other,2017
help cement dalhousie igem’s place,Public Engagement,2017
help cement dalhousie igem’s place,Human Practices,2017
mentor for igem,Supervision,2017
mentor for igem,Training,2017
part of igem,Other,2017
faculty mentor for igem,Supervision,2017
founded igem team,Administration,2017
working with igem team,Collaboration,2017
sponsored project,Fundraising,2017
provided initial fund for registration,Fundraising,2017
provided labs and research facility,Material Supply,2017
provided facility for dna synthesis,Material Supply,2017
provided ideas and concepts,Design,2017
mediator with school authorities,Administration,2017
managed team to gather funds,Fundraising,2017
assisted in lab activities,Experiments,2017
helped designing experiments,Design,2017
conducted project surveys,Human Practices,2017
managed team work in accordance with igem deadlines,Administration,2017
assisted with wiki page and public relations,Documentation,2017
assisted with wiki page and public relations,Public Engagement,2017
lab experiments,Experiments,2017
conducting interactive talk sessions,Public Engagement,2017
logo designing,Creative Contributions,2017
event organizing at college level,Public Engagement,2017
industrial visits,Human Practices,2017
managing team’s social networking sites,Public Engagement,2017
lab work and experiments,Experiments,2017
content writing for wiki page,Documentation,2017
attending regional meet up,Collaboration,2017
literature survey for the project,Design,2017
igem interlab study-2017 experiments,Interlab,2017
conducting interactive session at local schools,Public Engagement,2017
industrial visit and participation in village awareness campaigns,Human Practices,2017
preparation of games for college event,Public Engagement,2017
wiki page theme,Documentation,2017
creating various surveys,Human Practices,2017
industrial visit,Public Engagement,2017
talk session at various local schools,Public Engagement,2017
experiment designing,Design,2017
lab work and cloning experiments,Experiments,2017
bioinformatics study,Analysis,2017
t shirt designing,Creative Contributions,2017
cloning experiments,Experiments,2017
protein profiling,Experiments,2017
statistical analysis on water issues in india,Analysis,2017
product formation and standardization,Experiments,2017
data analysis for igem interlab study-2017,Analysis,2017
data analysis for igem interlab study-2017,Interlab,2017
wiki theme,Documentation,2017
wiki page designing,Documentation,2017
capturing group pictures at various events and during lab works,Creative Contributions,2017
provided facility of gfp plate,Material Supply,2017
gave feedback on all parts of project,Supervision,2017
gave lab space,Material Supply,2017
facilitated discussions within the team,Administration,2017
provided advice on preparing for the presentation,Supervision,2017
lab supervisor,Supervision,2017
gave feedback on human practices,Human Practices,2017
lend a helping hand in the lab,Supervision,2017
allowed her lab to share materials and plasmids,Material Supply,2017
assisted the team by meeting with members involved in modelling,Supervision,2017
assisted the team by meeting with members involved in modelling,Modelling,2017
gave team access to materials for the fluidic device,Material Supply,2017
allowed lab to share plasmids containing recombinase parts,Material Supply,2017
gave feedback on approach to human practices,Human Practices,2017
assisted the team in obtaining tyrosine recombinases,Material Supply,2017
helped with design and implementation of the microfluidic device,Design,2017
helped with design and implementation of the microfluidic device,Hardware,2017
gave advice on chromosomal integration,Supervision,2017
supported the modelling efforts,Supervision,2017
supported the modelling efforts,Modelling,2017
assisted the team during a meeting on human practices,Supervision,2017
assisted the team during a meeting on human practices,Human Practices,2017
helped the team use equipment and troubleshoot,Training,2017
helped the team use equipment and troubleshoot,Experiments,2017
worked in wet and dry lab,Experiments,2017
worked in wet and dry lab,Analysis,2017
"designed primers, oligos, and assembly methods",Design,2017
"designed primers, oligos, and assembly methods",Parts,2017
helped with modelling in the dry lab,Modelling,2017
worked and troubleshoot in the wet lab,Experiments,2017
organised materials and work schedule in the wet lab,Administration,2017
organised materials and work schedule in the wet lab,Material Supply,2017
worked on human practices in the dry lab,Human Practices,2017
worked on human practices in the dry lab,Analysis,2017
contributed to wet lab work,Experiments,2017
worked in the wet lab and clean room,Experiments,2017
helped design the microfluidic device,Design,2017
helped design the microfluidic device,Hardware,2017
was the team’s human practices expert,Human Practices,2017
helped in the biology wet lab,Experiments,2017
worked extensively in the wet lab,Experiments,2017
involved in nearly every aspect of the project,Administration,2017
crucial to the success of the modelling,Modelling,2017
helped develop the wiki,Documentation,2017
helped develop the oligo designer software,Software,2017
instrumental in creating the wiki,Documentation,2017
participate in the interlab measurement study,Interlab,2017
improve the characterization of an existing biobrick part or device,Parts,2017
document at least one new substantial contribution to the iGEM community,Documentation,2017
participated in iGEM,Other,2017
attended iGEM,Other,2017
responsible for human practice,Human Practices,2017
responsible for wiki,Documentation,2017
leader of gzhs-united,Administration,2017
participated in any competition,Other,2017
making gel,Experiments,2017
making the blank control of pcr,Experiments,2017
devoting to international genetically engineered machine competition,Other,2017
loves biology,Other,2017
participated in a business imitation challenge,Entrepreneurship,2017
took part in guangdong geography olympiad,Other,2017
giving comments and suggestions for presentation,Supervision,2017
giving comments and suggestions for presentation,Creative Contributions,2017
giving comments and suggestions for modeling,Supervision,2017
giving comments and suggestions for modeling,Modelling,2017
design the poster,Creative Contributions,2017
design the wiki,Documentation,2017
responsible for mathematical modeling,Modelling,2017
responsible for wiki design,Documentation,2017
constructing standard basic part,Parts,2017
testifying the antioxidation of astaxanthin,Experiments,2017
responsible for some translation work,Documentation,2017
responsible for some human practice work,Human Practices,2017
member of wet-lab team,Experiments,2017
advisor,Supervision,2017
improvement of professional words,Documentation,2017
guidance for the experiment,Supervision,2017
giving expert advises in art design,Creative Contributions,2017
in charge of igem of guangdong experimental high school,Administration,2017
gave training about the safety and regulation of lab,Safety,2017
gave training about the safety and regulation of lab,Training,2017
guided students to win prizes in biology-related competitions,Supervision,2017
in charge of the apparatus,Hardware,2017
helped to do some preparations for experiences,Experiments,2017
guided the training,Training,2017
specialized in infectious disease and pathogen biology,Analysis,2017
participated in interlab measurement study,Interlab,2017
submitted a new part k2415000,Parts,2017
improved the function of part bba_k2074101,Parts,2017
submitted a new part bba_k2415005,Parts,2017
provides field for experiment and activating,Material Supply,2017
gives precious suggestions to project,Supervision,2017
advisor in modeling,Supervision,2017
advisor in modeling,Modelling,2017
instruction of team project and experiment design,Design,2017
instruction of team project and experiment design,Training,2017
management planning of igem-hust,Administration,2017
student leader,Administration,2017
main member,Other,2017
learned experimental skills,Training,2017
excellent laboratory skills,Experiments,2017
passion for synthetic biology,Other,2017
building standard biobricks,Parts,2017
member of experiment group,Experiments,2017
met a cat,Other,2017
watch animations,Other,2017
construct plasmid vector with new features,Experiments,2017
construct plasmid vector with new features,Parts,2017
member of the modeling part,Modelling,2017
finish the wiki,Documentation,2017
outgoing and hardworking,Other,2017
war against folly,Other,2017
helps little,Other,2017
member of experimental group,Experiments,2017
loves reading and basketball,Other,2017
just a happy guy,Other,2017
pursuit of truth,Other,2017
member of group for the capture part,Parts,2017
wet lab work,Experiments,2017
modeling,Modelling,2017
wiki framework,Documentation,2017
art and design,Creative Contributions,2017
art and design,Design,2017
human practices,Human Practices,2017
advisor,Supervision,2017
special thanks,Other,2017
leader,Administration,2017
constructing our project,Experiments,2017
constructing our project,Design,2017
experiments,Experiments,2017
designing & coding,Design,2017
designing & coding,Software,2017
human practice,Human Practices,2017
theory & experiment,Design,2017
theory & experiment,Experiments,2017
plasmid construction,Experiments,2017
parts,Parts,2017
help with the modeling group,Modelling,2017
summary after activities,Documentation,2017
organization of every social research,Human Practices,2017
contact with the pharmaceutical factory,Collaboration,2017
instructor,Supervision,2017
managing the team,Administration,2017
instructing team members to design and implement the project,Training,2017
contacting with professors and seniors,Collaboration,2017
instructed to build our theory system and offered experiment support,Modelling,2017
instructed to build our theory system and offered experiment support,Supervision,2017
helped with lab safety and course arrangement,Safety,2017
helped with lab safety and course arrangement,Administration,2017
taught experimental skills,Training,2017
gave suggestions to our experiment and helped contact with biotechnology companies,Supervision,2017
gave suggestions to our experiment and helped contact with biotechnology companies,Entrepreneurship,2017
helped with the part construction and ta cloning,Parts,2017
helped with the part construction and ta cloning,Experiments,2017
conducted bio-safety trainings,Safety,2017
conducted bio-safety trainings,Training,2017
led to the world of synthetic biology,Public Engagement,2017
gave a chance to present our project,Public Engagement,2017
supported in the management of our team,Administration,2017
lent the computer room as activity site,Material Supply,2017
helped with our theory and experiment,Design,2017
helped with our theory and experiment,Experiments,2017
helped with our experiment,Experiments,2017
gave suggestions for our project,Supervision,2017
facilitated building our theory system and offered advice to our human practise work,Design,2017
facilitated building our theory system and offered advice to our human practise work,Human Practices,2017
interviewed on information about ringworm and cancers,Human Practices,2017
attended our interview on treatment of melanoma and prospect of crispr,Human Practices,2017
clarified the current situation and prospect of gene therapy and melanoma,Human Practices,2017
financial support,Fundraising,2017
served as a point of contact with the department of undergraduate biology,Administration,2017
shared expertise on project formulation and presentation,Supervision,2017
shared expertise on project formulation and presentation,Design,2017
provided insights to refine project and protocols,Supervision,2017
helped understand the kinetics behind project,Modelling,2017
assisted with suggestions on cell lysis and protein purification,Supervision,2017
helped model phylogenic tree,Modelling,2017
assisted with interlab,Interlab,2017
provided access to a plate reader,Material Supply,2017
acted as a liaison for transactions and access to funds,Administration,2017
helped with setup and troubleshooting of equipment,Hardware,2017
offered expertise during mrsa testing,Experiments,2017
ensured safety regulations were followed,Safety,2017
shared insights on clinical application of project,Human Practices,2017
donations and support,Fundraising,2017
member of women in science and engineering (wise),Public Engagement,2017
involved with pre-med society,Public Engagement,2017
involved with synthetic biology club,Public Engagement,2017
watching musicals,Other,2017
eating ice cream,Other,2017
reading,Other,2017
recite the entire work of dante’s inferno in italian,Other,2017
member of university scholars,Public Engagement,2017
chopping up meat at king kullen,Other,2017
bartending,Other,2017
playing volleyball,Other,2017
attempting to sing,Other,2017
hating on chipotle,Other,2017
maintaining his status as someone who has never been on a plane,Other,2017
involved with the muslim students association,Other,2017
baking,Other,2017
impromptu hangouts,Other,2017
learning new languages,Other,2017
taught herself to read/write korean,Other,2017
member of neuroscience axis,Other,2017
writer for stony brook young investigators review,Other,2017
baking confections,Other,2017
writing short stories and poems,Other,2017
traveling to new places,Other,2017
peer assisted learning leader at the astc,Other,2017
member of the women’s soccer team,Other,2017
cheers on her favorite contestants on the bachelorette,Other,2017
member of the national society of collegiate scholars,Other,2017
writer for the stony brook young investigators review,Other,2017
sso forever fellow,Other,2017
cooking,Other,2017
sampling cuisines of various cultures,Other,2017
member of the honors college,Other,2017
member of stony brook’s club running team,Other,2017
rha senator,Other,2017
trying new foods,Other,2017
baking fruit crisps,Other,2017
running,Other,2017
playing soccer,Other,2017
partaking in spin classes with chloe,Other,2017
member of project sunshine,Public Engagement,2017
member of synthetic biology society,Public Engagement,2017
founder of the club swim team,Other,2017
swimming,Other,2017
dancing,Other,2017
taking spin classes,Other,2017
involved with biochemistry society,Public Engagement,2017
involved with community service club,Public Engagement,2017
scavenging for memes,Other,2017
dreaming of owning a pet sloth,Other,2017
member of stony brook undergraduate fellows,Other,2017
camp kesam,Other,2017
playing video games,Other,2017
skating,Other,2017
soccer,Other,2017
photographer for stony brook young investigators review,Documentation,2017
cert,Other,2017
photography,Creative Contributions,2017
playing guitar,Other,2017
longboarding,Other,2017
playing basketball,Other,2017
biking,Other,2017
involved with environmental and greenhouse clubs,Human Practices,2017
hiking,Other,2017
examining critters,Other,2017
advocating for the environment,Human Practices,2017
fond of spicy foods,Other,2017
wiki design,Documentation,2017
designing the project,Design,2017
creating the appropriate protocols,Design,2017
conducting all of the lab work,Experiments,2017
allowing lab space usage,Material Supply,2017
troubleshooting,Experiments,2017
providing lab materials,Material Supply,2017
organizing lab space,Administration,2017
purchasing lab materials,Material Supply,2017
finding sponsors,Fundraising,2017
providing environment for aflatoxin b1 usage,Safety,2017
providing aflatoxin b1,Material Supply,2017
designing iGEM wiki page,Documentation,2017
favorite animal: elk,Other,2017
favorite food: taco,Other,2017
loves to bake,Other,2017
favorite book: 1984,Other,2017
plays kerbal space program,Other,2017
blackbelt,Other,2017
likes to play frisbee,Other,2017
enjoys hiking,Other,2017
plays the guitar,Other,2017
assistant professor,Supervision,2017
plays chess,Other,2017
participating in igem,Other,2017
worked in lab,Experiments,2017
involvement in igem,Other,2017
playing chess,Other,2017
cooperate with team,Collaboration,2017
baking cakes and desserts,Other,2017
research at the institute of micro analysis,Analysis,2017
making the device in the team,Hardware,2017
proposed the idea to check whether the plants are ill by detecting their vocs,Design,2017
took part in experiments of the remote-control of trichoderma,Experiments,2017
domesticate the trichoderma,Experiments,2017
domesticate the trichoderma,Parts,2017
participate in igem,Other,2017
major in biology,Other,2017
playing table tennis,Other,2017
part of zju-china,Other,2017
advisor of the team,Supervision,2017
photographing,Documentation,2017
photographing,Creative Contributions,2017
birding,Other,2017
frisbee,Other,2017
device design,Design,2017
data analysis,Analysis,2017
programming work,Software,2017
exploring new fields,Design,2017
brainstorming with others,Design,2017
art work,Creative Contributions,2017
member of zju-china,Other,2017
participating in igem,Other,2017
cooperate in igem,Collaboration,2017
participating igem,Collaboration,2017
interested in photographing,Other,2017
interested in birding,Other,2017
interested in frisbee,Other,2017
responsible for device design,Design,2017
responsible for data analysis,Analysis,2017
learning the laws behind things and life,Human Practices,2017
responsible for art work in the team,Creative Contributions,2017
built the connection between team and the hq of igem,Administration,2017
team construction,Administration,2017
in charge of the lab,Administration,2017
in charge of the lab,Supervision,2017
provided trichoderma.atroviride and agrobacterium strain,Material Supply,2017
designed 31 parts,Design,2017
designed 31 parts,Parts,2017
submitted 18 parts to the igem registry,Parts,2017
submitted 18 parts to the igem registry,Documentation,2017
designed and optimized project,Design,2017
designed and optimized project,Analysis,2017
provided trichoderma.atroviride,Material Supply,2017
provided agrobacterium strain,Material Supply,2017
gave random insertion plasmid,Material Supply,2017
gave random insertion plasmid,Parts,2017
did pcr to get h3 promoters and rp27 terminators,Experiments,2017
did pcr to get h3 promoters and rp27 terminators,Parts,2017
provided protocols about filamentous fungi,Documentation,2017
provided protocols about filamentous fungi,Experiments,2017
supported on voc hardware examination,Hardware,2017
allowed to use large-scale experimental apparatus platform,Material Supply,2017
gave pseudomonas fluorescens 2p24 strain,Material Supply,2017
got phlabcd cluster through genomic pcr,Experiments,2017
got phlabcd cluster through genomic pcr,Parts,2017
gave four plasmids for t.atroviride genetic engineering kit,Material Supply,2017
gave four plasmids for t.atroviride genetic engineering kit,Parts,2017
sampled gas from tobacco field for gc-ms,Experiments,2017
contacted with cntc in hunan province,Collaboration,2017
contacted with cntc in hunan province,Public Engagement,2017
lead investigation in hunan province,Human Practices,2017
helped contact with managers of zhejiang science & technology museum,Public Engagement,2017
helped contact with managers of zhejiang science & technology museum,Collaboration,2017
advised on human practices strategies,Supervision,2017
advised on human practices strategies,Human Practices,2017
reviewed human practices strategies,Supervision,2017
reviewed human practices strategies,Human Practices,2017
supervised lab work,Supervision,2017
insured safety,Safety,2017
provided instruction and support,Supervision,2017
thanked members or users of their products,Public Engagement,2017
inspired consideration of practical application and societal impact,Human Practices,2017
provided 1000$ support for genes and primers synthesis,Fundraising,2017
provided 1000$ support for genes and primers synthesis,Material Supply,2017
joined the duke igem team,Other,2018
joined lynch lab,Other,2018
archery,Other,2018
hiking,Other,2018
spending time with friends,Other,2018
continue his research on miraculin,Experiments,2018
continue his research on miraculin,Analysis,2018
attend medical school,Other,2018
majoring biomedical engineering,Other,2018
passionate about statistics,Analysis,2018
learning new things about biology,Other,2018
walks in the woods with her dogs,Other,2018
hot chocolate,Other,2018
reading,Other,2018
majoring in biophysics,Other,2018
member of igem,Other,2018
interested in crispr mediated recombineering,Design,2018
pursue a phd in bioengineering or biophysics,Other,2018
studying the application of partition functions to molecular biology,Analysis,2018
playing go,Other,2018
majoring in biomedical engineering and economics,Other,2018
gaming,Other,2018
bowling,Other,2018
traveling,Other,2018
going to grad school for bme,Other,2018
neuroscience major,Other,2018
meditation,Other,2018
rock climbing,Other,2018
philosophy,Other,2018
prospective biology/global health double major,Other,2018
conducted research in molecular biology,Experiments,2018
