Activity,Matching,year
demonstrating the application of maxicells as biosensors,Experiments,2018
demonstrating the application of maxicells as biosensors,Analysis,2018
contributed to interlab study,Interlab,2018
3rd lock in our triple lock system - alternative selection,Safety,2018
3rd lock in our triple lock system - alternative selection,Design,2018
biosensor,Design,2018
biosensor,Experiments,2018
biosensor,Parts,2018
interlab work,Interlab,2018
helped with graphical analysis of the data obtained,Analysis,2018
chief of social media,Public Engagement,2018
team photographer,Creative Contributions,2018
design and construction of fabi and fabv parts,Design,2018
design and construction of fabi and fabv parts,Experiments,2018
design and construction of fabi and fabv parts,Parts,2018
was involved wet lab work,Experiments,2018
part design in other sides of the project,Design,2018
part design in other sides of the project,Parts,2018
designed and carried out the experimentation for quantifying the active metabolic time frame of our maxicells,Design,2018
designed and carried out the experimentation for quantifying the active metabolic time frame of our maxicells,Experiments,2018
designed and carried out the experimentation that tested the protocols for making maxicells,Design,2018
designed and carried out the experimentation that tested the protocols for making maxicells,Experiments,2018
characterised the methods that were easiest and most efficient,Experiments,2018
characterised the methods that were easiest and most efficient,Analysis,2018
advised on wet lab work,Supervision,2018
modelling supervisor,Supervision,2018
modelling supervisor,Modelling,2018
gave advice on presentation,Supervision,2018
gave advice on presentation,Creative Contributions,2018
supervisor,Supervision,2018
helped with all parts of the project,Supervision,2018
data analysis,Analysis,2018
gave feedback about the progression of our project,Supervision,2018
counsel in wet lab,Supervision,2018
bioinformatic processes,Analysis,2018
bioinformatic processes,Software,2018
providing critical direction,Supervision,2018
resources,Material Supply,2018
advice,Supervision,2018
designed gag construct variants and gibson and non-gibson primers,Design,2018
designed gag construct variants and gibson and non-gibson primers,Experiments,2018
led the initial gibson assembly and n-terminal and c-terminal cloning attempts,Experiments,2018
optimized the cloning process with the use of our homemade competent cells,Experiments,2018
cloned constructs for biobrick submittal,Experiments,2018
cloned constructs for biobrick submittal,Parts,2018
took charge of cloning the gag-rfp fusion protein,Experiments,2018
actively assisted and organized all aspects of lab work,Administration,2018
actively assisted and organized all aspects of lab work,Experiments,2018
strategized to push the project forward throughout,Design,2018
strategized to push the project forward throughout,Administration,2018
coded the wiki (code + graphics),Documentation,2018
coded the wiki (code + graphics),Software,2018
assisted in the cloning attempts of the c-terminal purification tagged constructs,Experiments,2018
various aspects of induction,Experiments,2018
protein purification,Experiments,2018
restocking of general lab supplies,Material Supply,2018
sequencing many of our constructs,Experiments,2018
sequencing many of our constructs,Analysis,2018
prepared the biobricks (drying and mailing) for shipping,Parts,2018
virus-like particle (vlp) assembly process,Experiments,2018
cloned our n-terminal constructs into dh5a and bl21,Experiments,2018
purified proteins for subsequent vlp analysis,Experiments,2018
purified proteins for subsequent vlp analysis,Analysis,2018
optimized buffer conditions for our gag variant vlps,Experiments,2018
designed time assays to observe vlp intermediates,Design,2018
designed time assays to observe vlp intermediates,Experiments,2018
assisted in all aspects of other lab work,Experiments,2018
modelled our vlps to determine packaging parameters,Modelling,2018
designed the initial biobrick primers,Design,2018
designed the initial biobrick primers,Parts,2018
created sds-page and agarose gels,Experiments,2018
assisted in various aspects of the cloning and purification process,Experiments,2018
helped in formatting lab images and documents for recording purposes,Documentation,2018
made competent bl21 and dh5a cells,Experiments,2018
assisted with cloning attempts of the c-terminal purification tagged constructs into dh5a,Experiments,2018
created the poster for our poster session at the giant jamboree,Creative Contributions,2018
managed the collaboration with team dalhousie,Collaboration,2018
assisted with testing the gibson assembly method,Experiments,2018
various aspects of the cloning,Experiments,2018
induction,Experiments,2018
protein purification processes,Experiments,2018
actively engaged in wet lab work over the summer,Experiments,2018
helped to add wiki content,Documentation,2018
donated lots of plasmids and reagents,Material Supply,2018
helped troubleshoot plasmid work,Experiments,2018
donated lab space,Material Supply,2018
helped with project idea development,Design,2018
main synthetic biology advisor,Supervision,2018
donated plasmid with promoter,Parts,2018
terminator,Parts,2018
gfp,Parts,2018
guidance on enzyme design and assays,Supervision,2018
guidance on enzyme design and assays,Design,2018
helped us troubleshoot pcrs,Supervision,2018
helped us troubleshoot pcrs,Experiments,2018
gave input on regulatory systems,Supervision,2018
gave input on regulatory systems,Design,2018
developed idea for persistence assay,Design,2018
human practices,Human Practices,2018
seeking sponsors and collaborations,Fundraising,2018
seeking sponsors and collaborations,Collaboration,2018
environmental impact assessment,Human Practices,2018
environmental impact assessment,Analysis,2018
plasmid mini preps,Experiments,2018
troubleshooting,Experiments,2018
protocols,Documentation,2018
wiki,Documentation,2018
business plan,Entrepreneurship,2018
plant care,Experiments,2018
endophyte collection and identification,Experiments,2018
endophyte collection and identification,Analysis,2018
transformation of endophytes,Experiments,2018
protein modeling for mutation simulations,Modelling,2018
experiment planning,Design,2018
plasmid work,Experiments,2018
plasmid work,Parts,2018
treasurer of our funds,Fundraising,2018
public outreach,Public Engagement,2018
seeking sponsors,Fundraising,2018
building business model,Entrepreneurship,2018
safety forms,Safety,2018
endophyte isolation and characterization,Experiments,2018
transformation of endophytes,Experiments,2018
protein modeling for mutation simulations,Modelling,2018
experiment planning,Design,2018
plasmid work,Experiments,2018
plasmid work,Parts,2018
treasurer of our funds,Fundraising,2018
public outreach,Public Engagement,2018
seeking sponsors,Fundraising,2018
building business model,Entrepreneurship,2018
safety forms,Safety,2018
endophyte isolation and characterization,Experiments,2018
plant maintenance,Other,2018
outreach,Public Engagement,2018
root isolation,Experiments,2018
data collection,Experiments,2018
data collection,Analysis,2018
contacting farmers,Human Practices,2018
team leader,Administration,2018
organized the team to systematically obtain knowledge on synthetic biology,Training,2018
organized the team to systematically obtain knowledge on synthetic biology,Administration,2018
responsibility of project design,Design,2018
human practices,Human Practices,2018
experiments of nif gene,Experiments,2018
establishes the structure and writes the details of the wiki,Documentation,2018
wiki designing,Documentation,2018
responsible for the lab work,Experiments,2018
sorting out relevant data and materials,Material Supply,2018
preparing detailed experiment methods,Experiments,2018
contact with other igem teams,Collaboration,2018
hp-related work,Human Practices,2018
links team’s project with practical applications,Entrepreneurship,2018
in charge of part of the experimental work,Experiments,2018
analyzing data,Analysis,2018
in charge of the english writing,Documentation,2018
presentation work,Public Engagement,2018
presentation work,Creative Contributions,2018
in charge of presenting the project,Public Engagement,2018
creates the team’s wiki page,Documentation,2018
publishes a brochure about igem and the team,Public Engagement,2018
publishes a brochure about igem and the team,Creative Contributions,2018
modeling,Modelling,2018
copywriting,Documentation,2018
copywriting,Creative Contributions,2018
construct appropriate models,Modelling,2018
plot graphics to mimic biological systems,Modelling,2018
plot graphics to mimic biological systems,Analysis,2018
published a text on team’s website,Documentation,2018
vital paperwork,Documentation,2018
vital paperwork,Administration,2018
contributing a lot to our study,Experiments,2018
contributing a lot to our study,Analysis,2018
guiding us in our igem journey,Supervision,2018
hosts regular meetings for us to communicate our thoughts and ideas,Administration,2018
hosts regular meetings for us to communicate our thoughts and ideas,Collaboration,2018
0- keeps us in check,Supervision,2018
0- keeps us in check,Administration,2018
mentor for our repair project,Supervision,2018
there for us to clear our doubts,Training,2018
there for us to clear our doubts,Supervision,2018
give us a helping hand,Supervision,2018
give us a helping hand,Training,2018
taught us a lot in research,Training,2018
taught us a lot in research,Supervision,2018
training and guiding,Training,2018
training and guiding,Supervision,2018
helped us a lot in many projects,Other,2018
leader of the repair project,Design,2018
leader of the repair project,Experiments,2018
in charge of constructing the wiki page,Documentation,2018
leader of the interlab measurement,Interlab,2018
base pair change project,Design,2018
base pair change project,Experiments,2018
collaboration with nusgem,Collaboration,2018
leader for the dna base editor project,Design,2018
leader for the dna base editor project,Experiments,2018
in charge of our collaboration with macquarie university,Collaboration,2018
prepared for the submission of all of our parts,Parts,2018
leader for nanopore project,Design,2018
leader for nanopore project,Experiments,2018
leader for nanopore project,Hardware,2018
experiments in the dna base editor project,Experiments,2018
interlab measurement team,Interlab,2018
leader for our human practice,Human Practices,2018
conducted the social studies and the cross-country survey,Human Practices,2018
participated in the dna base editor project,Experiments,2018
in charge of collaboration with team ui-indonesia,Collaboration,2018
human practice,Human Practices,2018
training,Training,2018
teaching,Training,2018
mentor of our dna base editor project,Supervision,2018
advisor for our igem project,Supervision,2018
give us tips and share with us his igem experience,Supervision,2018
guided us to avoid a lot pitfalls,Supervision,2018
gave us great support.,Supervision,2018
teaching us basic molecular cloning techniques,Training,2018
offering us meticulous advice on project and biobrick design throughout the project,Supervision,2018
offering us meticulous advice on project and biobrick design throughout the project,Design,2018
offering us meticulous advice on project and biobrick design throughout the project,Parts,2018
wiki page,Documentation,2018
for giving us advice on biobrick design,Supervision,2018
for giving us advice on biobrick design,Parts,2018
performing experiment,Experiments,2018
presentation coaching,Training,2018
presentation coaching,Creative Contributions,2018
wiki text,Documentation,2018
wiki & graphic design,Documentation,2018
wiki & graphic design,Creative Contributions,2018
poster text and graphic design,Documentation,2018
poster text and graphic design,Creative Contributions,2018
banner,Creative Contributions,2018
wiki design,Documentation,2018
wiki design,Creative Contributions,2018
logo design,Creative Contributions,2018
delivery of the rnps into cells,Experiments,2018
wetlab,Experiments,2018
presentation,Creative Contributions,2018
group 3,Other,2018
wiki,Documentation,2018
art supervision,Supervision,2018
art supervision,Creative Contributions,2018
tianjin environmental protection bureau interview,Public Engagement,2018
tianjin environmental protection bureau interview,Human Practices,2018
human practice,Human Practices,2018
hospital interview and invitation,Public Engagement,2018
hospital interview and invitation,Human Practices,2018
education,Public Engagement,2018
collaboration,Collaboration,2018
biobricks,Parts,2018
heavy metal detection,Design,2018
heavy metal detection,Experiments,2018
heavy metal detection,Hardware,2018
construction of the amplification circuit in the project about heavy metal detection,Design,2018
construction of the amplification circuit in the project about heavy metal detection,Hardware,2018
wiki,Documentation,2018
art supervision,Supervision,2018
art supervision,Creative Contributions,2018
tianjin environmental protection bureau interview,Public Engagement,2018
tianjin environmental protection bureau interview,Human Practices,2018
human practice,Human Practices,2018
hospital interview and invitation,Public Engagement,2018
hospital interview and invitation,Human Practices,2018
education,Public Engagement,2018
collaboration,Collaboration,2018
biobricks,Parts,2018
heavy metal detection,Design,2018
heavy metal detection,Experiments,2018
heavy metal detection,Hardware,2018
construction of the amplification circuit in the project about heavy metal detection,Design,2018
construction of the amplification circuit in the project about heavy metal detection,Hardware,2018
group 1,Other,2018
email communication for advice and information,Administration,2018
email communication for advice and information,Supervision,2018
plasmid construction,Experiments,2018
fluorescence detection,Experiments,2018
design of the initial loop,Design,2018
cell-free cancer detection,Experiments,2018
group 2,Other,2018
figuring out the quality of certain heavy metal in water,Experiments,2018
model,Modelling,2018
building dynamic models of heavy metal biosensors,Modelling,2018
construction of vector,Experiments,2018
fluorescence detection of arsenic ions,Experiments,2018
curation of mitochondrial diseases,Analysis,2018
experimenter,Experiments,2018
molecular cloning,Experiments,2018
part construction,Parts,2018
presentation group,Public Engagement,2018
presentation group,Creative Contributions,2018
purifying the cas12a protein,Experiments,2018
constructing the fusion protein of cas12a protein and hydrophobic protein,Experiments,2018
experiment group,Experiments,2018
hp group,Human Practices,2018
standard biological parts,Parts,2018
purifying cas9 protein and detecting its activity,Experiments,2018
high throughput screening of certain cancer,Experiments,2018
high throughput screening of certain cancer,Analysis,2018
model designer,Modelling,2018
advice and suggestions,Supervision,2018
project advisor support,Supervision,2018
helped with our project,Supervision,2018
advisor for modelling,Supervision,2018
advisor for modelling,Modelling,2018
educating team members with relevant experimental techniques and biological rationale,Training,2018
educating team members with relevant experimental techniques and biological rationale,Supervision,2018
provided overarching guidance,Supervision,2018
helped provide preliminary guidance,Supervision,2018
provided day-to-day guidance in lab,Supervision,2018
helped troubleshoot experiments,Experiments,2018
helped troubleshoot experiments,Supervision,2018
advice on general research direction,Supervision,2018
brainstormed initial project idea and direction,Design,2018
interlab study,Interlab,2018
worked on objective #3,Other,2018
worked on objective #3,Other,2018
educating team members with relevant experimental techniques and biological rationale,Training,2018
educating team members with relevant experimental techniques and biological rationale,Supervision,2018
provided overarching guidance,Supervision,2018
helped provide preliminary guidance,Supervision,2018
provided day-to-day guidance in lab,Supervision,2018
helped troubleshoot experiments,Experiments,2018
helped troubleshoot experiments,Supervision,2018
advice on general research direction,Supervision,2018
brainstormed initial project idea and direction,Design,2018
interlab study,Interlab,2018
worked on objective #3,Other,2018
worked on objective #3,Other,2018
graphics design,Creative Contributions,2018
worked on objective #1,Other,2018
biobrick characterization,Parts,2018
worked on objective #2,Other,2018
flux balance analysis modeling,Modelling,2018
