text,source_team,year
"relationships: [[""IIT Kharagpur"",""collaborated with"",""other teams""],[""IIT Kharagpur"",""worked with"",""non-iGEM research groups""],[""IIT Kharagpur"",""worked on"",""improving function of another team's BioBrick Part or Device""],[""IIT Kharagpur"",""characterized"",""another team's part""],[""IIT Kharagpur"",""debugged"",""a construct""],[""IIT Kharagpur"",""modeled or simulated"",""another team's system""],[""IIT Kharagpur"",""tested"",""another team's software""],[""IIT Kharagpur"",""helped build and test"",""another team's hardware project""],[""IIT Kharagpur"",""mentored"",""a high-school team""]]",IIT_Kharagpur,2015
relationships: [],OLS_Canmore_AB_CA,2015
"relationships: [[""Austin_UTexas"",""collaborated with"",""Rice University iGEM Team""],[""Austin_UTexas"",""collaborated with"",""Texas Tech University""],[""Austin_UTexas"",""collaborated with"",""Austin LASA""],[""Rice University iGEM Team"",""provided feedback for"",""Austin_UTexas""],[""Texas Tech University"",""provided feedback for"",""Austin_UTexas""],[""Austin LASA"",""provided feedback for"",""Austin_UTexas""]]",Austin_UTexas,2018
"experiences with Vibrio natriegens

relationships: [[""Marburg"",""collaborated with"",""other iGEM teams""],[""Marburg"",""expanded on"",""InterLab study""],[""Marburg"",""provided"",""same protocol and V. natriegens to other teams""],[""Marburg"",""conducted"",""InterLab Cell Measurement with other teams""],[""Marburg"",""created"",""GFP measurement procedure""],[""Marburg"",""compared data with"",""labs all over the world""],[""Marburg"",""tested"",""same constructs as other teams""],[""Marburg"",""replaced"",""E.coli with Vibrio natriegens""],[""Marburg"",""asked"",""participants to fill out survey""],[""Marburg"",""wanted to hear about"",""participants' experiences with Vibrio natriegens""]]",Marburg,2018
"plasmid.
relationships: [[""SCU_China"",""collaborated"",""SCU-WestChina""],[""SCU-WestChina"",""provided reader"",""State Key Laboratory of Biotherapy (SKLB), SCU""],[""SCU_China"",""shared laboratory"",""SCU-WestChina""],[""SCU-WestChina"",""gifted"",""pKD46 plasmid""],[""SCU_China"",""collaborated"",""Sleep Medicine Center, West China Hospital""],[""SCU-WestChina"",""organized conference"",""iSWU 2017""],[""SCU_China"",""collaborated"",""ACMA 2017""],[""SCU-WestChina"",""assisted"",""ACMA 2017""],[""SCU-WestChina"",""collaborated"",""Chengdu Public Library""],[""SCU_China"",""collaborated"",""TMMU-China""],[""SCU_China"",""collaborated"",""UESTC-China""],[""SCU_China"",""collaborated"",""Peking""],[""Peking"",""shared"",""knockout strain with"",""SCU_China""]]",SCU_China,2017
"relationships: [[""Mingdao"",""participated in"",""iGEM""],[""Mingdao"",""collaborated with"",""CSMU_NCHU_Taiwan""],[""CSMU_NCHU_Taiwan"",""helped"",""Mingdao""],[""CSMU_NCHU_Taiwan"",""performed PCR for"",""Mingdao""],[""CSMU_NCHU_Taiwan"",""did a positive control for"",""Mingdao""]]",Mingdao,2017
"relationships: [[""UCAS"",""participated in"",""iGEM""],[""UCAS"",""collaborated with"",""other iGEM Teams""],[""UCAS"",""visited"",""fish ponds nearby""],[""UCAS"",""collected water samples"",""fish ponds nearby""],[""UCAS"",""analyzed"",""water sample""],[""UCAS"",""engineered bacteria"",""to express RFP""],[""UCAS"",""designed and tested"",""promotors""],[""UCAS"",""did market research and contacted with"",""fish farmers""],[""UCAS"",""designed a device based on sensor bacteria""],[""UCAS"",""collaborated with"",""other iGEM Teams for water sampling""],[""UCAS"",""optimized device according to demand""],[""UCAS"",""designed a device based on sensor bacteria""],[""UCAS"",""collaborated with"",""other iGEM Teams for entrepreneurship""],[""UCAS"",""immobilized bacteria"",""using embedding method""]]",UCAS,2017
"decontamination shower before exiting the suit laboratory.
iii. All workers must be trained and demonstrate proficiency in the procedures and techniques required for working in a
[]",Manchester,2017
"the app.

relationships: [[""Nanjing-China"", ""participated in"", ""iGEM""], [""Nanjing-China"", ""participated in"", ""CCiC""], [""Nanjing-China"", ""interacted with"", ""other teams""], [""Nanjing-China"", ""learned from"", ""other teams""], [""Nanjing-China"", ""communicated with"", ""other teams""], [""Nanjing-China"", ""advised"", ""other teams""], [""Nanjing-China"", ""formed close connection with"", ""CSU-China""], [""Nanjing-China"", ""introduced"", ""CSU-China to iGEM""], [""Nanjing-China"", ""offered help and advice to"", ""CSU-China""], [""Nanjing-China"", ""learned novel ideas from"", ""CSU-China""], [""Nanjing-China"", ""collaborated with"", ""Lambert iGEM""], [""Nanjing-China"", ""contributed to the improvement of"", ""ColorQ app""], [""Lambert iGEM"", ""shared similar idea with"", ""Nanjing-China""], [""Lambert iGEM"", ""contributed to the improvement of"", ""ColorQ app""]]",Nanjing-China,2018
"_{15} - 0.003*x_{16} \\ dx_{17} = 0.03*x_{16} - 0.03*x_{17} \\ dx_{18} = 0.07*0.2*x_{17} /(((0.07+0.0005)/0.003)+0.2- 0.03*x_{11}*x_{18} \\ \end{array} \right. \end{equation} \)
relationships: [[""BNU-CHINA"",""participated in"",""iGEM""],[""BNU-CHINA"",""collaborated with"",""Group D""],[""BNU-CHINA"",""collaborated with"",""Group E""]]",BNU-CHINA,2015
,ICT-Mumbai,2018
"relationships: [[""ETH_Zurich"",""collaborated"",""European iGEM Meetup""],[""ETH_Zurich"",""collaborated"",""Utrecht iGEM team""],[""ETH_Zurich"",""shared outcomes"",""Utrecht iGEM team""],[""ETH_Zurich"",""received support from"",""Sponsors""],[""ETH_Zurich"",""contacted"",""Contact Us""]]",ETH_Zurich,2018
"a Skype conference
relationships: [[""NAWI Graz"",""collaborated"",""Tu Delft""],[""NAWI Graz"",""communicated"",""Tu Darmstadt""],[""NAWI Graz"",""supported"",""Tu Darmstadt""],[""NAWI Graz"",""cooperated"",""Tu Darmstadt""],[""NAWI Graz"",""attended meetup"",""TU Delft""],[""NAWI Graz"",""improved skills with"",""TU Delft""],[""NAWI Graz"",""shared information with"",""TU Darmstadt""],[""NAWI Graz"",""organized Skype conference with"",""Tu Darmstadt""]]",NAWI_Graz,2017
"relationships: [[""Hong Kong HKU"",""mentored"",""HK_HCY_LFC""],[""HK_HCY_LFC"",""chose to work on"",""DNA nanostructure""],[""HK_HCY_LFC"",""received education and technical support from"",""Hong Kong HKU""],[""Hong Kong HKU"",""visited and taught"",""HK_HCY_LFC""],[""Hong Kong HKU"",""supported"",""HK_HCY_LFC""],[""HK_HCY_LFC"",""helped organize"",""Hong Kong HKU""],[""HK_HCY_LFC"",""provided primers to test"",""Hong Kong HKU""]]",Hong_Kong_HKU,2018
"Tuebingen team with a
relationships: [[""Tuebingen"",""collaborated with"",""iGEM Tuebingen""],[""Tuebingen"",""validated"",""iGEM Tuebingen""],[""Tuebingen"",""participated in"",""iGEM Tuebingen""],[""Tuebingen"",""provided"",""iGEM Tuebingen""],[""Tuebingen"",""tested"",""iGEM Tuebingen""],[""Tuebingen"",""substituted residues"",""iGEM Tuebingen""]]",Tuebingen,2018
"Army to develop

[[""Washington"",""reached out to help"",""Austin_UTexas_LASA""],[""Washington"",""gave advice on project design"",""Austin_UTexas_LASA""],[""Washington"",""offered advice and critique on wiki"",""Austin_UTexas_LASA""],[""Washington"",""gave feedback on presentation"",""Austin_UTexas_LASA""],[""Washington"",""connected with"",""Gifu""],[""Washington"",""communicated with"",""Gifu""],[""Washington"",""offered advice on wetlab issues"",""Gifu""],[""Washington"",""shared suggestions on presentations"",""Gifu""],[""Washington"",""shared project and applications"",""Cadets2Vets""],[""Washington"",""learned about project"",""Cadets2Vets""]]",Washington,2017
"expression in cancer therapy.
Collaboration with HUST-China
We collaborated with HUST-China from Huazhong University of Science and Technology on a time gradient of fluorescent observation experiment. We helped them record the green fluorescence expression in different periods to understand the change of transformed E. coli BL21. 
Collaboration with SJTU_software
We collaborated with SJTU_software on testing their app and providing feedback for improvement. This collaboration reflects the spirit of iGEM in helping each other and communicating together.
Collaboration with Nanjing University
We collaborated with Nanjing University by using neuronal cells they offered for our project. 
Collaboration with Nankai University
We collaborated with Nankai University on solving some problems with our wiki.

relationships: [[""JSNU-China"",""collaborated"",""AHUT China""],[""JSNU-China"",""co-organized event"",""AHUT China""],[""JSNU-China"",""collaborated"",""ShanghaitechChina""],[""JSNU-China"",""assisted"",""ShanghaitechChina""],[""ShanghaitechChina"",""provided"",""JSNU-China""],[""JSNU-China"",""collaborated"",""HUST-China""],[""JSNU-China"",""helped"",""HUST-China""],[""HUST-China"",""collaborated"",""JSNU-China""],[""JSNU-China"",""collaborated"",""SJTU_software""],[""JSNU-China"",""tested app for"",""SJTU_software""],[""SJTU_software"",""improved"",""JSNU-China""],[""JSNU-China"",""collaborated"",""Nanjing University""],[""Nanjing University"",""offered"",""JSNU-China""],[""JSNU-China"",""collaborated"",""Nankai University""],[""Nankai University"",""helped"",""JSNU-China""]]",JSNU-China,2016
,NYMU-Taipei,2017
"relationships: [[""UCAS"",""participated in"",""iGEM""],[""UCAS"",""collaborated with"",""E. coli""],[""UCAS"",""collaborated with"",""NtrC""],[""UCAS"",""collaborated with"",""NtrB""],[""UCAS"",""collaborated with"",""glnAp2""],[""UCAS"",""collaborated with"",""glnHp2""],[""UCAS"",""collaborated with"",""astCp""],[""UCAS"",""tested properties of"",""glnAp2""],[""UCAS"",""chose"",""mRFP""],[""UCAS"",""added"",""SsrA-tag""],[""UCAS"",""compared efficiency and ability of"",""SsrA-like tags""],[""UCAS"",""selected"",""DAS""],[""UCAS"",""expressed from"",""glnAp2""],[""UCAS"",""enabled"",""E. coli""],[""UCAS"",""emitted"",""red fluorescence""],[""UCAS"",""quenched"",""signal""],[""UCAS"",""determined"",""culture conditions""],[""UCAS"",""used"",""sfGFP""],[""UCAS"",""evaluated activities of"",""promoters""],[""UCAS"",""used"",""M9 medium""],[""UCAS"",""determined"",""best culture conditions""]]",UCAS,2017
"relationships: [[""Vanderbilt"",""collaborated with"",""William & Mary""],[""Vanderbilt"",""collaborated with"",""Helsinki""],[""Vanderbilt"",""collaborated with"",""NYU Abu-Dhabi""],[""Vanderbilt"",""tested software for"",""University College of London""],[""Vanderbilt"",""mentored"",""Rice University""],[""Vanderbilt"",""discussed survey responses with"",""University of Virginia""],[""Vanderbilt"",""gave feedback to"",""University of Paris-Saclay""]]",Vanderbilt,2016
"relationships: [[""NCHU_Taichung"",""contacted"",""TU Darmstadt""],[""NCHU_Taichung"",""visited"",""TU Darmstadt""],[""NCHU_Taichung"",""shared ideas with"",""TU Darmstadt""],[""NCHU_Taichung"",""received advice and motivation from"",""TU Darmstadt""],[""NCHU_Taichung"",""appreciates"",""TU Darmstadt""],[""TU Darmstadt"",""participated in iGEM for years"",""NCHU_Taichung""],[""NCHU_Taichung"",""contacted"",""HUST-China""],[""HUST-China"",""needed shuttle plasmid from"",""NCHU_Taichung""],[""NCHU_Taichung"",""helped"",""HUST-China""],[""NCHU_Taichung"",""gave suggestions to"",""HUST-China""],[""HUST-China"",""gave advice on modeling to"",""NCHU_Taichung""],[""HUST-China"",""helped"",""NCHU_Taichung""]]",NCHU_Taichung,2018
"new team.
relationships: [[""Nanjing-China"",""collaborated with"",""NEFU-China""],[""Nanjing-China"",""communicated with"",""NEFU-China""],[""Nanjing-China"",""supported"",""NEFU-China""],[""Nanjing-China"",""collaborated with"",""UCAS""],[""Nanjing-China"",""provided suggestions to"",""UCAS""],[""Nanjing-China"",""provided materials to"",""UCAS""],[""Nanjing-China"",""assigned team member to help"",""Southeast University""],[""Nanjing-China"",""collaborated with"",""TMMU-China""],[""Nanjing-China"",""offered help to"",""TMMU-China""]]",Nanjing-China,2016
"relationships: [[""Delaware"", ""collaborated with"", ""other iGEM teams""], [""Delaware"", ""collaborated with"", ""non-iGEM research groups""], [""Delaware"", ""improved function of"", ""another team's BioBrick Part or Device""], [""Delaware"", ""characterized"", ""another team's part""], [""Delaware"", ""debugged"", ""a construct""], [""Delaware"", ""modeled or simulated"", ""another team's system""], [""Delaware"", ""tested"", ""another team's software""], [""Delaware"", ""helped build and test"", ""another team's hardware project""], [""Delaware"", ""mentored"", ""a high-school team""]]",Delaware,2017
"relationships: [[""NTNU Trondheim"", ""collaborated with"", ""Marburg team""],[""Marburg team"", ""collaborated with"", ""NTNU Trondheim""],[""NTNU Trondheim"", ""participated in collaboration project with"", ""Marburg team""],[""Marburg team"", ""collaboration project with"", ""NTNU Trondheim""],[""NTNU Trondheim"", ""participated in Interlab study organized by"", ""Marburg team""],[""Marburg team"", ""organized Interlab study for"", ""iGEM teams""],[""NTNU Trondheim"", ""participated in instagram challenge organized by"", ""Tec de Monterrey Campus Guadalajara""],[""Tec de Monterrey Campus Guadalajara"", ""organized instagram challenge for"", ""iGEM teams""]]",NTNU_Trondheim,2018
"that this collaboration willTEAM Vilnius-Lithuania-OG collaborated with OUC-China on their project this year and translated their comic book into Lithuanian.
relationships: [[""Vilnius-Lithuania-OG"",""collaborated"",""OUC-China""],[""Vilnius University"",""revamped"",""Synthetic Biology Organisation""],[""Vilnius University"",""started synthetic biology education cycle""],[""Vilnius University"",""gave popular lectures"",""Life Science Center""],[""Vilnius-Lithuania-OG"",""translated"",""OUC-China's comic book""],[""Vilnius-Lithuania-OG"",""distributed"",""comic book to Lithuanian students and general public""],[""Vilnius-Lithuania-OG"",""collaborated"",""OUC-China to create physical version of comic book""]]",Vilnius-Lithuania-OG,2018
".
relationships: [[""LMU-TUM Munich"",""collaborated with"",""Sheffield iGEM Team""],[""LMU-TUM Munich"",""collaborated with"",""Erlangen iGEM Team""],[""LMU-TUM Munich"",""collaborated with"",""TU Darmstadt iGEM Team""],[""LMU-TUM Munich"",""met"",""iGEM community""],[""LMU-TUM Munich"",""helped"",""METU HS Ankara iGEM team""],[""LMU-TUM Munich"",""helped"",""Tel Hai iGEM team""],[""LMU-TUM Munich"",""provided"",""Sheffield iGEM Team with Lcn2 protein""],[""LMU-TUM Munich"",""presented projects to"",""Sheffield iGEM Team""],[""LMU-TUM Munich"",""provided highly pure Lcn2 protein to"",""Sheffield iGEM Team""],[""LMU-TUM Munich"",""met"",""iGEM Team from Sheffield University at European Experience in Paris""],[""LMU-TUM Munich"",""came up with idea for"",""Sheffield iGEM Team to use Lcn2 protein""],[""LMU-TUM Munich"",""presented projects to"",""iGEM community""],[""LMU-TUM Munich"",""attended"",""European Experience in Paris""],[""LMU-TUM Munich"",""attended"",""iGEM meets Marburg in Marburg""],[""LMU-TUM Munich"",""provided experiment protocols to"",""METU HS Ankara iGEM team""],[""LMU-TUM Munich"",""participated in"",""65 roses campaign with Tel Hai iGEM team""],[""LMU-TUM Munich"",""contributed to"",""BioBricks for the world project""],[""LMU-TUM Munich"",""collaborated with"",""iGEM team Vive le France""],[""LMU-TUM Munich"",""collaborated with"",""iGEM team from the far east""],[""LMU-TUM Munich"",""collaborated with"",""our dutch neighbours iGEM team""],[""LMU-TUM Munich"",""collaborated with"",""double kill iGEM team""],[""LMU-TUM Munich"",""attended"",""European Experience in Paris with iGEM Team from Sheffield University""],[""LMU-TUM Munich"",""attended"",""iGEM meets Marburg in Marburg with iGEM Team from Sheffield University""],[""LMU-TUM Munich"",""provided experiment protocols to"",""METU HS Ankara iGEM team""],[""LMU-TUM Munich"",""participated in"",""65 roses campaign with Tel Hai iGEM team""],[""LMU-TUM Munich"",""contributed to"",""BioBricks for the world project with iGEM Team from Sheffield University""],[""LMU-TUM Munich"",""collaborated with"",""iGEM Team from Sheffield University on recombinant Lcn2 protein production and purification strategy""],[""LMU-TUM Munich"",""collaborated with"",""iGEM Team from Sheffield University on crystal structure of Lcn2 protein with bound siderophore and iron atom""]]",LMU-TUM_Munich,2016
"relationships: [[""JMU Wuerzburg"",""mentoring cooperation"",""Team Munich""],[""JMU Wuerzburg"",""participated in German Meetup"",""Team Munich""],[""JMU Wuerzburg"",""participated in European Meetup"",""Team Munich""],[""JMU Wuerzburg"",""collaborated on InterLab Study"",""Team Munich""],[""JMU Wuerzburg"",""received support for track selection"",""Team Munich""],[""JMU Wuerzburg"",""received support for sponsoring outreach"",""Team Munich""],[""JMU Wuerzburg"",""received support for wiki design"",""Team Munich""]]",JMU_Wuerzburg,2018
"relationships: [[""Hong_Kong_HKU"",""organized"",""Biosafety Sharing Session""],[""HKUST"",""participated in"",""Biosafety Sharing Session""],[""CUHK"",""participated in"",""Biosafety Sharing Session""],[""UCCKE"",""participated in"",""Biosafety Sharing Session""],[""LPSS"",""participated in"",""Biosafety Sharing Session""],[""SUSTech iGEM 2017"",""participated in"",""Biosafety Sharing Session""],[""DIYBIO HK"",""gave informative talk to"",""Hong_Kong_HKU""],[""Dr. Tanner"",""provided critique and feedback to"",""Hong_Kong_HKU""],[""Hong_Kong_HKU"",""discussed biosafety with"",""HKUST""],[""Hong_Kong_HKU"",""discussed biosafety with"",""CUHK""],[""Hong_Kong_HKU"",""discussed biosafety with"",""UCCKE""],[""Hong_Kong_HKU"",""discussed biosafety with"",""LPSS""],[""Hong_Kong_HKU"",""discussed biosafety with"",""SUSTech iGEM 2017""],[""Hong_Kong_HKU"",""discussed future and importance of biosafety with"",""Dr. Tanner""]]",Hong_Kong_HKU,2017
"team
relationships: [[""Linkoping_Sweden"",""participated in"",""iGEM""],[""Linkoping_Sweden"",""collaborated with"",""Dalhousie iGEM""],[""Linkoping_Sweden"",""collaborated with"",""AHUT China""],[""Linkoping_Sweden"",""collaborated with"",""iGEM NYU Abu Dhabi""],[""Linkoping_Sweden"",""collaborated with"",""LiU iGEM""],[""Dalhousie iGEM"",""collaborated with"",""AHUT China""],[""Dalhousie iGEM"",""collaborated with"",""iGEM NYU Abu Dhabi""],[""Dalhousie iGEM"",""collaborated with"",""LiU iGEM""],[""AHUT China"",""collaborated with"",""iGEM NYU Abu Dhabi""],[""AHUT China"",""collaborated with"",""LiU iGEM""],[""iGEM NYU Abu Dhabi"",""collaborated with"",""LiU iGEM""]]",Linkoping_Sweden,2018
"any ways to collaborate.
relationships: [[""Aalto-Helsinki"",""received tour from"",""Stockholm""],[""Aalto-Helsinki"",""worked on collaboration platform with"",""Stockholm""],[""Aalto-Helsinki"",""co-authored report with"",""Stockholm""],[""Aalto-Helsinki"",""presented at"",""Nordic iGEM Conference""],[""Aalto-Helsinki"",""met and got to know"",""Linköping""],[""Aalto-Helsinki"",""met and got to know"",""Chalmers-Gothenburg""],[""Aalto-Helsinki"",""met and got to know"",""UI Oslo""],[""Aalto-Helsinki"",""met and got to know"",""Copenhagen""],[""Aalto-Helsinki"",""met and got to know"",""SDU Denmark""],[""Aalto-Helsinki"",""practiced for Giant Jamboree with"",""Uppsala""],[""Aalto-Helsinki"",""organized get-to-know-each-other activity for"",""participants at Nordic iGEM Conference""],[""Aalto-Helsinki"",""skyped with"",""Pasteur""],[""Aalto-Helsinki"",""contacted"",""Dundee""],[""Aalto-Helsinki"",""contacted"",""Edinburgh""],[""Aalto-Helsinki"",""discussed modeling approaches with"",""Scottish teams""],[""Aalto-Helsinki"",""collaborated with"",""HS Slovenia""]]",Aalto-Helsinki,2015
"relationships: [[""OLS_Canmore_AB_CA"",""collaborated"",""UChicago iGEM Team""],[""UChicago iGEM Team"",""mentored"",""OLS_Canmore_AB_CA""]]",OLS_Canmore_AB_CA,2015
"relationships: [[""Emory"",""participated in"",""iGEM 2017""]]",Emory,2017
"waste.Team Ruia-Mumbai collaborated with Team IIT Kanpur 2018
relationships: [[""Ruia-Mumbai"",""collaborated with"",""IIT Kanpur 2018""],[""Ruia-Mumbai"",""collaborated with"",""IIT Madras 2018""],[""Ruia-Mumbai"",""collaborated with"",""IISER Bhopal 2018""],[""Ruia-Mumbai"",""collaborated with"",""Westminster UK 2018""]]",Ruia-Mumbai,2018
"relationships: [[""Calgary"",""collaborated with"",""McMasterU""],[""McMasterU"",""synthesized"",""GLOWzyme""],[""Calgary"",""tested"",""GLOWzyme""],[""Calgary"",""assessed"",""PHB system""],[""Calgary"",""incorporated"",""GLOWzyme into PHB system""],[""Calgary"",""tested"",""DNAzyme""],[""Calgary"",""assessed"",""efficiency of DNAzyme""],[""Calgary"",""integrated"",""GLOWzyme into project""],[""Calgary"",""addressed"",""design elements""],[""Calgary"",""required"",""secondary system""],[""Calgary"",""detected"",""E. coli leak""]]",Calgary,2017
"relationships: [[""SYSU-Software"",""collaborated with"",""SCUT-China-A""],[""SYSU-Software"",""provided simulation for"",""SCUT-China-A""],[""SCUT-China-A"",""reached out to"",""SYSU-Software""]]",SYSU-Software,2017
"[[""SCU-WestChina"",""asked for help"",""U-China""],[""FAFU-CHINA"",""gave suggestions and protocols to"",""SCU-WestChina""],[""WHU-China"",""gave suggestions and protocols to"",""SCU-WestChina""],[""Shanghaitech"",""gave suggestions and protocols to"",""SCU-WestChina""],[""SCU-WestChina"",""answered questionnaire from"",""Greece iGEM team""]]",SCU-WestChina,2017
"relationships: [[""Fudan-CHINA"",""met"",""iGEMers""],[""Fudan-CHINA"",""kept in touch with"",""other teams""],[""Fudan-CHINA"",""participated in"",""5th CCiC""],[""Fudan-CHINA"",""delivered presentation at"",""5th CCiC""],[""Fudan-CHINA"",""communicated with"",""other teams""],[""Fudan-CHINA"",""exchanged ideas with"",""other teams""],[""Fudan-CHINA"",""helped"",""other teams""],[""Fudan-CHINA"",""had fun at"",""CCiC""],[""Fudan-CHINA"",""received feedback from"",""judges""],[""Fudan-CHINA"",""received ideas from"",""judges""],[""Fudan-CHINA"",""participated in"",""iGEM Main Page""],[""Fudan-CHINA"",""visited"",""iGEM Special Pages""],[""Fudan-CHINA"",""contacted"",""igem@fudan.edu.cn""],[""Fudan-CHINA"",""contacted"",""kfjin16@fudan.edu.cn""],[""Fudan-CHINA"",""located at"",""School of Life Sciences, Fudan University""],[""Fudan-CHINA"",""located at"",""2005 Songhu Road, Yangpu, Shanghai, China""]]",Fudan-CHINA,2018
"Ergebnis weita an da nächste in da Kettn, dea gibt's weita und weita und weita...

relationships: [[""NAWI_Graz"",""collaborated with"",""FAU_Erlangen""],[""FAU_Erlangen"",""translated text for"",""NAWI_Graz""],[""NAWI_Graz"",""implanted Easter egg in video for"",""FAU_Erlangen""]]",NAWI_Graz,2018
"relationships: [[""NCTU_Formosa"",""participated in"",""iGEM""],[""NCTU_Formosa"",""affiliated with"",""National Chiao Tung University""],[""NCTU_Formosa"",""located at"",""Engineering Building 6 EF455, 1001 University Road, Hsinchu 300, Taiwan, ROC""],[""NCTU_Formosa"",""competed for"",""Achievement""],[""NCTU_Formosa"",""won"",""HP Gold""],[""NCTU_Formosa"",""won"",""HP Silver""],[""NCTU_Formosa"",""contributed to"",""Composite Parts""],[""NCTU_Formosa"",""kept a"",""Notebook""],[""NCTU_Formosa"",""used a"",""Lab Note""],[""NCTU_Formosa"",""followed a"",""Protocol""],[""NCTU_Formosa"",""worked as a"",""Team""]]",NCTU_Formosa,2016
"on, we were also invited by the team to participate in a collaboration project

relationships: [[""Paris_Saclay"",""participated in"",""iGEM""],[""Paris_Saclay"",""organized"",""European Experience 2016""],[""Paris_Saclay"",""collaborated with"",""Matthieu Fritz""],[""Paris_Saclay"",""collaborated with"",""iGEM IONIS""],[""Paris_Saclay"",""collaborated with"",""iGEM EVRY""],[""Paris_Saclay"",""collaborated with"",""iGEM Cardiff""],[""Paris_Saclay"",""collaborated with"",""iGEM EPFL""],[""Paris_Saclay"",""collaborated with"",""iGEM TEC CEM""]]",Paris_Saclay,2016
"relationships: [[""Lethbridge"",""collaborated with"",""NEFU China""],[""Lethbridge"",""collaborated with"",""Korea U Seoul""],[""Lethbridge"",""collaborated with"",""Nankai""],[""Lethbridge"",""participated in survey"",""Paris-Saclay""]]",Lethbridge,2015
"relationships: [[""NJAU China"", ""collaborated with"", ""Nanjing University""],[""NJAU China"", ""exchanged activities with"", ""Shanghai Jiao Tong University SJTU_China""],[""NJAU China"", ""exchanged activities with"", ""Tongji University China_Tongji""],[""NJAU China"", ""attended conference with"", ""National Chiao Tung University team NCTU_formosa""],[""NJAU China"", ""cooperated with"", ""HSNU-TAIPEI""],[""NJAU China"", ""cooperated with"", ""NJU_China""],[""NJAU China"", ""cooperated with"", ""WHU_China""],[""NJAU China"", ""acknowledged"", ""IPPE""],[""NJAU China"", ""acknowledged"", ""VSETCAB""]]",NJAU_China,2015
".
relationships: [[""TMMU_China"",""visited"",""Doctor Gong Yali""],[""TMMU_China"",""collaborated with"",""SCU-China""],[""TMMU_China"",""collaborated with"",""UESTC-software""],[""TMMU_China"",""participated in conference"",""Southwest Union""],[""TMMU_China"",""participated in conference"",""CCiC Conference""]]",TMMU_China,2016
[],Paris_Bettencourt,2017
"relationships: [[""UConn"",""collaborated with"",""other teams""],[""UConn"",""worked with"",""non-iGEM research groups""],[""UConn"",""helped another team"",""iGEM team collaboration silver medal criterion""],[""UConn"",""improved function of"",""another team's BioBrick Part or Device""],[""UConn"",""characterized"",""another team's part""],[""UConn"",""debugged"",""a construct""],[""UConn"",""modeled or simulated"",""another team's system""],[""UConn"",""tested"",""another team's software""],[""UConn"",""built and tested"",""another team's hardware project""],[""UConn"",""mentored"",""high-school team""]]",UConn,2016
"from Stockholm had not yet established a mammalian cell culture lab, we invited them to spend a
relationships: [[""ETH Zurich"",""collaborated"",""Stockholm""],[""ETH Zurich"",""exchanged ideas with"",""Stockholm""],[""Stockholm"",""provided inputs for"",""ETH Zurich""],[""ETH Zurich"",""invited"",""Stockholm""]]",ETH_Zurich,2015
"webinars, we also organized a panel discussion with the Stockholm team
relationships: [[""Uppsala"",""collaborated with"",""teams all around the world""],[""Uppsala"",""collaborated with"",""Nordic iGEM Conference (NIC)""],[""Uppsala"",""collaborated with"",""other Swedish teams""],[""Uppsala"",""collaborated with"",""iGEM Lund""],[""Uppsala"",""received help from"",""teams from Sweden, Denmark and Finland""],[""Uppsala"",""received help from"",""iGEM Stockholm""],[""Uppsala"",""hosted webinars with"",""teams from all around the globe""],[""Uppsala"",""organized panel discussion with"",""Stockholm team""]]",Uppsala,2017
"our project without their help

relationships: [[""WLC-Milwaukee"",""collaborated with"",""IIT Kanpur iGEM Team""],[""WLC-Milwaukee"",""collaborated with"",""Cornell iGEM Team""],[""Cornell iGEM Team"",""provided assistance to"",""WLC-Milwaukee""],[""WLC-Milwaukee"",""received help from"",""Cornell iGEM Team""],[""WLC-Milwaukee"",""collaborated with"",""W.A.S.D. software development team""]]",WLC-Milwaukee,2018
"relationships: [[""WashU_StLouis"",""collaborated with"",""Pennsylvania State University""],[""WashU_StLouis"",""received support from"",""Center for Biological Systems Engineering""],[""WashU_StLouis"",""received support from"",""Department of Chemistry""],[""WashU_StLouis"",""received support from"",""Focht Family""],[""WashU_StLouis"",""received support from"",""Heeney/Toomey Family""],[""WashU_StLouis"",""received support from"",""Bourg Family""],[""WashU_StLouis"",""received support from"",""NSF-MCB Award #1331194""],[""WashU_StLouis"",""received support from"",""Washington University in St. Louis""]]",WashU_StLouis,2015
"relationships: [[""LZU-China"",""collaborated with"",""Shiyan_SY_China""],[""LZU-China"",""collaborated with"",""TJU""],[""LZU-China"",""collaborated with"",""SZU""],[""LZU-China"",""shared experience with"",""TJU""],[""LZU-China"",""had project seminar with"",""TJU""],[""LZU-China"",""helped optimize and characterize"",""TJU""],[""LZU-China"",""consulted with"",""TJU""],[""LZU-China"",""found part"",""BBa_K341458""],[""LZU-China"",""found part"",""BBa_K341002""],[""LZU-China"",""transformed cell with"",""helper plasmid""]]",LZU-China,2015
[],NKU_CHINA,2018
"long journey
relationships: [[""Groningen"",""participated in"",""iGEM""],[""Groningen"",""collaborated with"",""Vilnius""],[""Vilnius"",""hosted"",""Groningen""],[""Groningen"",""collaborated with"",""Lund""],[""Groningen"",""collaborated with"",""Helsinki""],[""Groningen"",""collaborated with"",""Leiden""],[""Leiden"",""hosted"",""Groningen""],[""Groningen"",""collaborated with"",""Utrecht""],[""Groningen"",""collaborated with"",""Delft""],[""Groningen"",""collaborated with"",""Eindhoven""],[""Groningen"",""collaborated with"",""Rotterdam""]]",Groningen,2018
