team,matching,year
IISER Bhopal 2018,IISER-Bhopal-India,2018
Westminster UK 2018,Westminster_UK,2018
iGEMers,other,2018
5th CCiC,other,2018
judges,other,2018
iGEM Main Page,other,2018
iGEM Special Pages,other,2018
igem@fudan.edu.cn,other,2018
kfjin16@fudan.edu.cn,other,2018
School of Life Sciences Fudan University,Fudan,2018
2005 Songhu Road Yangpu Shanghai China,Fudan,2018
IIT Kanpur iGEM Team,IIT_Kanpur,2018
W.A.S.D. software development team,other,2018
Helsinki,Aalto-Helsinki,2018
Delft,TU-Delft,2018
Eindhoven,TU-Eindhoven,2018
Rotterdam,Rotterdam_HR,2018
Team TJU_China,TJU-China,2018
Team JNFLS,JNFLS,2018
Team USTC-Software,USTC-Software,2018
Team NJU,NJU-China,2018
Team OCU-CHINA,OCU-China,2018
Team SDU-CHINA,SDU-CHINA,2018
CCU Taiwan,CCU_Taiwan,2018
NCKU-Tainan,NCKU_Tainan,2018
REC-Chennai,REC-CHENNAI,2018
NYU Abu Dhabi,NYU_Abu_Dhabi,2018
TU Eindhoven,TU-Eindhoven,2018
Bielefeld-CeBiTec (Germany),Bielefeld-CeBiTec,2018
Thessaloniki (Greece),Thessaloniki,2018
Aristotle University of Thessaloniki (Greece),Thessaloniki,2018
Imperial College (England),Imperial_College,2018
ULaVerne Collab,ULaVerne_Collab,2018
Dalhousie,Dalhousie_Halifax_NS,2018
Dr. Jian Liu,other,2018
Mr. Hongyu Liu,other,2018
Tony He,other,2018
6th Annual Asia-Pacific iGEM Conference,other,2018
over 20 teams from China Taiwan and Japan,other,2018
Dr. Ying Chieh Tsai,other,2018
TecCem iGEM 2018,TecCEM,2018
Dusseldorf postcard swap,Duesseldorf,2018
Sorbonne U Paris,Sorbonne_U_Paris,2018
NYMU-Taipei team,NYMU-Taipei,2018
Asia Pacific Conference,other,2018
NCKU Tainan iGEM Team,NCKU_Tainan,2018
NRC,other,2018
Conference,other,2018
CO2 downstream processing,other,2018
Alternative Energy,other,2018
bioenergy,other,2018
Jamboré Brasuca,other,2018
Drew Endy,other,2018
David García Gomez,other,2018
Thomas Landrain,other,2018
Braskem,other,2018
SENAI-CETIQT,other,2018
Latin America teams,other,2018
Tec CEM,other,2018
IISER Bhopal,other,2018
AFCM,AFCM-Egypt,2018
UNESP Brazil,Unesp_Brazil,2018
WASHINGTON,Washington,2018
Tust China,TUST_China,2018
DUSSELDORF,Duesseldorf,2018
GRONINGEN,Groningen,2018
DALHOUSIE,Dalhousie_Halifax_NS,2018
LEIDEN,Leiden,2018
UFLORIDA,UFlorida,2018
TartuTUIT_IGEM,Tartu_TUIT,2018
Toulouse NSA,Toulouse-INSA-UPS,2018
Team REC Chennai,REC-CHENNAI,2018
Team ICT-Mumbai,ICT-Mumbai,2018
Team CPU China,CPU_CHINA,2018
Team Uppsala,Uppsala,2018
Team Tec-Chihuahua,Tec-Chihuahua,2018
Team IlT-Madras,IIT_Madras,2018
Team Linkoping Sweden,Linkoping_Sweden,2018
iGEM VIT,VIT_Vellore,2018
promega,other,2018
iGEM East Japan Meetup 2018,other,2018
Bielefeld University,Bielefeld-CeBiTec,2018
sponsors,other,2018
project description,other,2018
CCiC Conference,other,2018
teams from mainland of China,other,2018
teams from Taiwan,other,2018
teams from Japan,other,2018
professors at NCHU,other,2018
iGEMers at CCiC Conference,other,2018
Shanghai_tech team,ShanghaiTech,2018
Dr. Zhang Haoqian from Langene technology company,other,2018
2019 CCiC Conference,other,2018
iGEM_BIT,BIT,2018
iGEM Tianjin,Tianjin,2018
LZU_China,LZU-CHINA,2018
Meagan Lizarazo,other,2018
University of Pittsburgh,Pittsburgh,2018
University of Virginia,Virginia,2018
University of Saint Andrew's,St_Andrews,2018
University of Copenhagen,UCopenhagen,2018
Linkoping University,Linkoping_Sweden,2018
Ui Oslo,UiOslo_Norway,2018
Aalto Helsinki,Aalto-Helsinki,2018
Copenhagen Technical University,TU_Copenhagen,2018
University of Oslo,UOslo,2018
University of Waterloo,Waterloo,2018
Mexico City,other,2018
Monterrey Institute of Technology and Higher Education,Tec-Monterrey,2018
Unesp Brazil,Unesp_Brazil,2018
Amazonas_ Brazil,other,2018
iGEM TEC CEM 2018,other,2018
IISc Bangalore,IISc-Bangalore,2018
IISc - Bangalore,IISc-Bangalore,2018
Central iGEM,other,2018
UC San Diego,UC_San_Diego,2018
UC Davis,UC_Davis,2018
Chalmers  Gothenburg,Chalmers-Gothenburg,2018
Nordic iGEM Conference in Lund,Lund,2018
Biobrick Tutorial at DTU,DTU-Denmark,2018
iGEM Marburg,Marburg,2018
iGEM Stockholm,Stockholm,2018
iGEM Stockholm,Stockholm,2018
iGEM Stockholm,Stockholm,2018
iGEM Stockholm,Stockholm,2018
Nordic iGEM Conference,other,2018
iGEM Lund,Lund,2018
iGEM Copenhagen,Copenhagen,2018
iGEM Stockholm,Stockholm,2018
UiOslo,Oslo,2018
Oulu,other,2018
Tampere,other,2018
WorldShaper-XSHS,Worldshaper-XSHS,2018
ZJUT-IGEM team,ZJUT-China,2018
Dutch Mini Jamboree,other,2018
Wageningen,other,2018
Eindhoven University of Technology,TU-Eindhoven,2018
Will Wright,other,2018
Pieter van Boheemen,other,2018
Maaruthy Yelleswarapu,other,2018
Bob van Sluijs,other,2018
After iGEM talk by Will Wright,other,2018
Printeria,other,2018
Imperial College,Imperial_College,2018
BIT iGEM Team,BIT,2018
MINGDAO iGEM team,Mingdao,2018
Opentrons,Opentrons,2018
Kristin Ellis,other,2018
Opentrons forum,other,2018
OUC China,OUC-China,2018
Stony Brook,Stony_Brook,2018
ASIJ Tokyo,ASIJ_Tokyo,2018
Botchan Lab,Botchan_Lab_Tokyo,2018
KAIT Japan,KAIT_JAPAN,2018
USTC,USTC,2018
USTC-Software,USTC-Software,2018
