team,year,text,edge,target,context,Notes,direction,Flag
Washington,2017," team grow and develop in the coming years.
LASA High School
We have also reached out to help another high school team, team Austin_UTexas_LASA , a high school team from the Liberal Arts and Science Academy in Austin, Texas. Their team is working on a L-DOPA production, sensing, and control system using a two-plasmid regulation system. One plasmid, a “production” plasmid, produces L-DOPA in vivo. Another plasmid, a “detection” plasmid, detects L-DOPA and uses a Venus gene as a reporter system.  In addition, they are also planning to integrate a control system in which the Venus reporter will regulate the production plasmid. They hope to use this system as a new exciting way to elucidate the mechanisms of Parkinson’s disease.
We had a videoconference session to give advice on their project design, offered advice and critique on their wiki, and our presenter and leadership team has given feedback on their presentation.
We are amazed at the amount of effort this new team has put in! We wish them the best of luck at the Jamboree and hope to develop more collaborations with them in future years!
Gifu University
One of our outreach members, Lahari, went to Japan to work in an internship. While she was there, she connected with Team Gifu , an up and coming excellent team from Gifu University. Developing on a previous iGEM project, Team Gifu is creating a LAM (Lactic acid-mediated) communication system utilizing the GAR+ prion. GAR, or glucose associated repression controls the usage of glucose of yeast. Using this technology, they have tried to make a biosensor to sense a phenomenon called “hiochi” in Japanese sake.
Ryo from Team Gifu communicated with Lahari about our respective projects. They offered some advice on some wetlab issues we encountered, and some alternatives to our violacein expression mechanism. We hope that we can help each other by sharing suggestions on our presentations!
Team Cadets2Vets
Team Cadets2Vets is a community lab based at the University of Washington - Tacoma, our satellite campus! They have created a diverse community lab team composed of members from high schools in the Seattle Puget Sound area, students and faculty from University of Washington - Tacoma, Tacoma Community College, and the United States Military Academy in West Point.
In a videoconference session with their team, our team shared our project and its possible uses and applications. We learned that the Cadets2Vets team is working closely with the US",TRUE,Cadets2Vets,Meetup,,,
JSNU-China,2016,"Team:JSNU-China/Collaborations
Quick flashing with AHUT China
Quick flashing is a part of our human practice. This event includes JSNU-China and AHUT China. This kind of collaboration is full of energy and passion. We have made these two teams' video into one and sent it on the Internet for everybody to view. Through iGEM, this big family, we are on the road of letting more people focus on iGEM.
Cooperation with ShanghaitechChina
For this year’s competition, we assisted this team to design cartoon bacteria characters, using on their team’s wiki page. Some of the cartoon characters are shown. In response to our help, they provided us with Hela cell samples in our project that aimed at applying anthocyanin to increase KLF4’s expression in cancer therapy.
Experiment for HUST-China
We helped HUST-China from Huazhong University of Science and Technology to do the time gradient of fluorescent observation, which is about the microbial. The experiment requires us to record the green fluorescence expression in order to learn about the change of the fluorescence in different periods, in which case we can know the change of transformed E. coil BL21.
Collaboration with SJTU_software
Since this software team need abundant users' feedback and want our team to do so, we are happy to help them to test their app. All of our team members have already browsed their website and find bugs during the process.Then, we send the advice to the software team. With our advice, this team will improve their software. This kind of collaboration strongly reflects the spirit of IGEM which is helping each other and communicate together.
Thanks to Nanjing University for offering us Neuronal cells.
We also appreciate Nankai University for helping us with some problems about wiki.
Quick flashing with AHUT_China
Quick flashing is a part of our human practice. This event includes JSNU-China and AHUT_China. This kind of collaboration is full of energy and passion. We have made these two teams’ video into one and sent it on the Internet for everybody to view. Through iGEM ，this big family, we are on the road of letting more people focus on iGEM.
Cooperation with ShanghaitechChina
For this year's competition, we assisted this team to design cartoon bacteria characters, using on their team's wiki page. Some of the cartoon characters are shown. In response to our help, they provided us with Hela cell samples in our project that aimed at applying anthocyanin to increase KLF4's",TRUE,AHUT_China,Other,Did a HP event - unclear what it is about (something about making and sharing videos),,Check
JSNU-China,2016,"Team:JSNU-China/Collaborations
Quick flashing with AHUT China
Quick flashing is a part of our human practice. This event includes JSNU-China and AHUT China. This kind of collaboration is full of energy and passion. We have made these two teams' video into one and sent it on the Internet for everybody to view. Through iGEM, this big family, we are on the road of letting more people focus on iGEM.
Cooperation with ShanghaitechChina
For this year’s competition, we assisted this team to design cartoon bacteria characters, using on their team’s wiki page. Some of the cartoon characters are shown. In response to our help, they provided us with Hela cell samples in our project that aimed at applying anthocyanin to increase KLF4’s expression in cancer therapy.
Experiment for HUST-China
We helped HUST-China from Huazhong University of Science and Technology to do the time gradient of fluorescent observation, which is about the microbial. The experiment requires us to record the green fluorescence expression in order to learn about the change of the fluorescence in different periods, in which case we can know the change of transformed E. coil BL21.
Collaboration with SJTU_software
Since this software team need abundant users' feedback and want our team to do so, we are happy to help them to test their app. All of our team members have already browsed their website and find bugs during the process.Then, we send the advice to the software team. With our advice, this team will improve their software. This kind of collaboration strongly reflects the spirit of IGEM which is helping each other and communicate together.
Thanks to Nanjing University for offering us Neuronal cells.
We also appreciate Nankai University for helping us with some problems about wiki.
Quick flashing with AHUT_China
Quick flashing is a part of our human practice. This event includes JSNU-China and AHUT_China. This kind of collaboration is full of energy and passion. We have made these two teams’ video into one and sent it on the Internet for everybody to view. Through iGEM ，this big family, we are on the road of letting more people focus on iGEM.
Cooperation with ShanghaitechChina
For this year's competition, we assisted this team to design cartoon bacteria characters, using on their team's wiki page. Some of the cartoon characters are shown. In response to our help, they provided us with Hela cell samples in our project that aimed at applying anthocyanin to increase KLF4's",TRUE,ShanghaitechChina,Material Transfer,Shanghai shared bioparts with JSNU - and JSNU did some cartoon designs for shanghai's wiki.,"ts,st",Check
JSNU-China,2016,"Team:JSNU-China/Collaborations
Quick flashing with AHUT China
Quick flashing is a part of our human practice. This event includes JSNU-China and AHUT China. This kind of collaboration is full of energy and passion. We have made these two teams' video into one and sent it on the Internet for everybody to view. Through iGEM, this big family, we are on the road of letting more people focus on iGEM.
Cooperation with ShanghaitechChina
For this year’s competition, we assisted this team to design cartoon bacteria characters, using on their team’s wiki page. Some of the cartoon characters are shown. In response to our help, they provided us with Hela cell samples in our project that aimed at applying anthocyanin to increase KLF4’s expression in cancer therapy.
Experiment for HUST-China
We helped HUST-China from Huazhong University of Science and Technology to do the time gradient of fluorescent observation, which is about the microbial. The experiment requires us to record the green fluorescence expression in order to learn about the change of the fluorescence in different periods, in which case we can know the change of transformed E. coil BL21.
Collaboration with SJTU_software
Since this software team need abundant users' feedback and want our team to do so, we are happy to help them to test their app. All of our team members have already browsed their website and find bugs during the process.Then, we send the advice to the software team. With our advice, this team will improve their software. This kind of collaboration strongly reflects the spirit of IGEM which is helping each other and communicate together.
Thanks to Nanjing University for offering us Neuronal cells.
We also appreciate Nankai University for helping us with some problems about wiki.
Quick flashing with AHUT_China
Quick flashing is a part of our human practice. This event includes JSNU-China and AHUT_China. This kind of collaboration is full of energy and passion. We have made these two teams’ video into one and sent it on the Internet for everybody to view. Through iGEM ，this big family, we are on the road of letting more people focus on iGEM.
Cooperation with ShanghaitechChina
For this year's competition, we assisted this team to design cartoon bacteria characters, using on their team's wiki page. Some of the cartoon characters are shown. In response to our help, they provided us with Hela cell samples in our project that aimed at applying anthocyanin to increase KLF4's",TRUE,HUST-China,Work,JSNU helped HUST perform an experiment,st,
JSNU-China,2016,"Team:JSNU-China/Collaborations
Quick flashing with AHUT China
Quick flashing is a part of our human practice. This event includes JSNU-China and AHUT China. This kind of collaboration is full of energy and passion. We have made these two teams' video into one and sent it on the Internet for everybody to view. Through iGEM, this big family, we are on the road of letting more people focus on iGEM.
Cooperation with ShanghaitechChina
For this year’s competition, we assisted this team to design cartoon bacteria characters, using on their team’s wiki page. Some of the cartoon characters are shown. In response to our help, they provided us with Hela cell samples in our project that aimed at applying anthocyanin to increase KLF4’s expression in cancer therapy.
Experiment for HUST-China
We helped HUST-China from Huazhong University of Science and Technology to do the time gradient of fluorescent observation, which is about the microbial. The experiment requires us to record the green fluorescence expression in order to learn about the change of the fluorescence in different periods, in which case we can know the change of transformed E. coil BL21.
Collaboration with SJTU_software
Since this software team need abundant users' feedback and want our team to do so, we are happy to help them to test their app. All of our team members have already browsed their website and find bugs during the process.Then, we send the advice to the software team. With our advice, this team will improve their software. This kind of collaboration strongly reflects the spirit of IGEM which is helping each other and communicate together.
Thanks to Nanjing University for offering us Neuronal cells.
We also appreciate Nankai University for helping us with some problems about wiki.
Quick flashing with AHUT_China
Quick flashing is a part of our human practice. This event includes JSNU-China and AHUT_China. This kind of collaboration is full of energy and passion. We have made these two teams’ video into one and sent it on the Internet for everybody to view. Through iGEM ，this big family, we are on the road of letting more people focus on iGEM.
Cooperation with ShanghaitechChina
For this year's competition, we assisted this team to design cartoon bacteria characters, using on their team's wiki page. Some of the cartoon characters are shown. In response to our help, they provided us with Hela cell samples in our project that aimed at applying anthocyanin to increase KLF4's",TRUE,SJTU_Software,Advice,Tested SJTU's app and offered advice,st,
JSNU-China,2016,"Team:JSNU-China/Collaborations
Quick flashing with AHUT China
Quick flashing is a part of our human practice. This event includes JSNU-China and AHUT China. This kind of collaboration is full of energy and passion. We have made these two teams' video into one and sent it on the Internet for everybody to view. Through iGEM, this big family, we are on the road of letting more people focus on iGEM.
Cooperation with ShanghaitechChina
For this year’s competition, we assisted this team to design cartoon bacteria characters, using on their team’s wiki page. Some of the cartoon characters are shown. In response to our help, they provided us with Hela cell samples in our project that aimed at applying anthocyanin to increase KLF4’s expression in cancer therapy.
Experiment for HUST-China
We helped HUST-China from Huazhong University of Science and Technology to do the time gradient of fluorescent observation, which is about the microbial. The experiment requires us to record the green fluorescence expression in order to learn about the change of the fluorescence in different periods, in which case we can know the change of transformed E. coil BL21.
Collaboration with SJTU_software
Since this software team need abundant users' feedback and want our team to do so, we are happy to help them to test their app. All of our team members have already browsed their website and find bugs during the process.Then, we send the advice to the software team. With our advice, this team will improve their software. This kind of collaboration strongly reflects the spirit of IGEM which is helping each other and communicate together.
Thanks to Nanjing University for offering us Neuronal cells.
We also appreciate Nankai University for helping us with some problems about wiki.
Quick flashing with AHUT_China
Quick flashing is a part of our human practice. This event includes JSNU-China and AHUT_China. This kind of collaboration is full of energy and passion. We have made these two teams’ video into one and sent it on the Internet for everybody to view. Through iGEM ，this big family, we are on the road of letting more people focus on iGEM.
Cooperation with ShanghaitechChina
For this year's competition, we assisted this team to design cartoon bacteria characters, using on their team's wiki page. Some of the cartoon characters are shown. In response to our help, they provided us with Hela cell samples in our project that aimed at applying anthocyanin to increase KLF4's",TRUE,Nanjing-China,Material Transfer,Nanjing offered cells to JSNU,ts,
NYMU-Taipei,2017," of several teams worldwide with different languages. We are honorably served as one of the members of it and responsible for Traditional Chinese.  Through this multilateral collaboration, we have learned many aspects of synthetic biology and combined them with our education human practice.
iGEM Franconia
Asist team Franconia on their education project
We noticed an interesting collaboration request on iGEM Community Collaboration page and decided to communicate with the Franconia team. NYMU team got this amazing opportunity to collaborate with iGEM teams around the globe by designing and finishing the translation of the biological themed card (whose idea originated from Franconia team) into universal languages. The biological themed card is a card game where the basic deck contains cards that can be pathogens, cures, preventatives, or anything that influences human health. Since the NYMU team has specialists in the field of medicine, we collaborated with team Franconia and other iGEM teams to help the iGEM community translate the biological themed card into traditional Chinese.
We believe that this cooperation is significantly meaningful because not only does this card game raise people’s awareness of pathogens and biosafety issues, but also the translation of the basic deck into universal languages can help the biological themed card itself extended to more areas in the world. We are honored to collaborate with these teams and deeply believe that our translation can make people stay away from anything that negatively impacts their health. The following PDF file is our translation.
Traditional-Chinese version
Original version
Asia Pacific Conference
Later in July, we attended the 5th Annual Asia Pacific Conference held at National Chiao Tung University. During the four-day event, we had the opportunity to meet around 25 iGEM teams – from Taiwan, China, Japan, and the US. The conference began with each team displaying their posters and getting a big picture of what everyone’s project is about. For the following days, each team would each hold a 40-minute presentation session with Q&A time. Through our presentation, our presenters acquired a sense of what the final presentation at Giant Jamboree will be like. Furthermore, during the Q&A session, we received many feedbacks in regards to improvements that could be made -- including the utilization of waste proteins that are produced in the cycle of biofuel. For the rest of the conference we attended others’ presentations; by listening to every team’s progress and obtaining a sense of the field they are researching in, we were able to acknowledge the pros and cons of our own project while seeking for possible collaborations. For example, we were able to establish a partnership with National Chang",TRUE,Franconia,Other,Translated franconias game into several languages,st,
UCAS,2017," metabolism regulation system of E. coli.
In E. coli, nitrogen regulatory protein C (NtrC) and NtrB compose a two-component system where NtrC is activated by NtrB under low-nitrogen stress and activates downstream gene expression to survive such stress [2] [3] . Theoretically, NtrC/B system responds to global nitrogen change in environment, nevertheless E. coli preferentially utilizes ammonium as its nitrogen source and is much more sensitive to ammonium concentration change compared to other nitrogen sources [4] . Thus, NtrC/B is selected as the key player in our bacterial sensor. By expressing reporter proteins from NtrC-regulated promoters, we can easily monitor ammonia concentration change in aquaculture water.
Among all NtrC-regulated promoters, three of them have been well-documented and functionally validated, including glnAp2 [5] , glnHp2 [6] and astCp [7] (for more information see notebook ). We tested different properties of these promoters and decided that glnAp2 is our best choice because of its exceptional stability and high transcription level (see results for details).
We chose mRFP as our reporter since it produces high level of fluorescence and is visible under natural light. These traits are especially advantageous in hardware application. To facilitate real-time detection of aquaculture water ammonium concentration, we added a SsrA-tag at the C-terminus of mRFP to accelerate its degradation and decrease fluorescence accumulation in time and space [8] . The efficiency and ability to induce protein degradation of three SsrA-like tags (LAA, LVA and DAS) were compared (for more information see notebook ) and DAS was selected in our system (see results for details).
To sum up, mRFP with DAS-tag is expressed from a NtrC-regulated promoter glnAp2, enabling E. coli to emit red fluorescence in low-nitrogen environment and quench this signal at a higher rate to facilitate real-time detection of water ammonium concentration.
Results
Determining best culture conditions
In order to select suitable promoters responding variously to different ammonium concentration, we used sfGFP as reporter to indicate transcription level, thus evaluating activities of different promoters (See BBa_K2287001 , BBa_K2287002, BBa_K2287003 ). Since we were dealing with ammonium and nitrogen metabolism, traditional LB medium was much so complicated for analysis that we used basic M9 medium for bacteria culture and our first task was to determine best culture conditions.
",FALSE,,,,,
Vanderbilt,2016,"Team:Vanderbilt/Collaborations
MENU ▤
Abstract
Our Team
About
Team
Attributions
Outreach
Collaborations
Interlab
Community
Education
The Problem
Background
Introduction
Mutation
Our Solution
Software
Algorithm
Performance
Design
Experiments
qPCR
Immunoblotting
LC-MS
Evolution
Collaborations
Our team was fortunate to have multiple productive collaborations with other iGEM teams from around the world. In addition to discussing details of our projects with members of other iGEM teams including William & Mary, Helsinki, and NYU Abu-Dhabi, we offered our support to four teams from around the world.
University College of London
We volunteered to test software developed by the University College of London’s iGEM team for designing gene circuits. We shared our experience using their software and suggested several changes to improve its versatility.
Rice University
We were also proud to help mentor a new iGEM team. Rice University’s iGEM team was interested in incorporating software into their project, but to do so they needed a stronger background in coding. Since our team has a history of integrating complex software with our projects, notably for this year’s project and last year’s, we asked our experienced members to lend their expertise. We were in contact with their team and gave advice on software.
University of Virginia
Because the University of Virginia’s project was centered on the idea of biocontainment which is one of the applications that prompted our own project, we engaged with their team to look at current attitudes and policies toward biocontainment. Our team discussed a series of survey responses and provided the University of Virginia’ team with examples of applying biocontainment in systems that use parts from our two projects.
University of Paris-Saclay
Lastly, we gave feedback to Paris-Saclay’s iGEM team for their human practices work on Responsible Research and Innovation through a series of responses that we wrote about our own interpretation of those principles and their role in our project work.",TRUE,"William_and_Mary, Aalto-Helsinki, NYU-AD",Other,Just says discussed with these teams,st,
Vanderbilt,2016,"Team:Vanderbilt/Collaborations
MENU ▤
Abstract
Our Team
About
Team
Attributions
Outreach
Collaborations
Interlab
Community
Education
The Problem
Background
Introduction
Mutation
Our Solution
Software
Algorithm
Performance
Design
Experiments
qPCR
Immunoblotting
LC-MS
Evolution
Collaborations
Our team was fortunate to have multiple productive collaborations with other iGEM teams from around the world. In addition to discussing details of our projects with members of other iGEM teams including William & Mary, Helsinki, and NYU Abu-Dhabi, we offered our support to four teams from around the world.
University College of London
We volunteered to test software developed by the University College of London’s iGEM team for designing gene circuits. We shared our experience using their software and suggested several changes to improve its versatility.
Rice University
We were also proud to help mentor a new iGEM team. Rice University’s iGEM team was interested in incorporating software into their project, but to do so they needed a stronger background in coding. Since our team has a history of integrating complex software with our projects, notably for this year’s project and last year’s, we asked our experienced members to lend their expertise. We were in contact with their team and gave advice on software.
University of Virginia
Because the University of Virginia’s project was centered on the idea of biocontainment which is one of the applications that prompted our own project, we engaged with their team to look at current attitudes and policies toward biocontainment. Our team discussed a series of survey responses and provided the University of Virginia’ team with examples of applying biocontainment in systems that use parts from our two projects.
University of Paris-Saclay
Lastly, we gave feedback to Paris-Saclay’s iGEM team for their human practices work on Responsible Research and Innovation through a series of responses that we wrote about our own interpretation of those principles and their role in our project work.",TRUE,UCL,Advice,Tested UCL's software and offered advice,st,
Vanderbilt,2016,"Team:Vanderbilt/Collaborations
MENU ▤
Abstract
Our Team
About
Team
Attributions
Outreach
Collaborations
Interlab
Community
Education
The Problem
Background
Introduction
Mutation
Our Solution
Software
Algorithm
Performance
Design
Experiments
qPCR
Immunoblotting
LC-MS
Evolution
Collaborations
Our team was fortunate to have multiple productive collaborations with other iGEM teams from around the world. In addition to discussing details of our projects with members of other iGEM teams including William & Mary, Helsinki, and NYU Abu-Dhabi, we offered our support to four teams from around the world.
University College of London
We volunteered to test software developed by the University College of London’s iGEM team for designing gene circuits. We shared our experience using their software and suggested several changes to improve its versatility.
Rice University
We were also proud to help mentor a new iGEM team. Rice University’s iGEM team was interested in incorporating software into their project, but to do so they needed a stronger background in coding. Since our team has a history of integrating complex software with our projects, notably for this year’s project and last year’s, we asked our experienced members to lend their expertise. We were in contact with their team and gave advice on software.
University of Virginia
Because the University of Virginia’s project was centered on the idea of biocontainment which is one of the applications that prompted our own project, we engaged with their team to look at current attitudes and policies toward biocontainment. Our team discussed a series of survey responses and provided the University of Virginia’ team with examples of applying biocontainment in systems that use parts from our two projects.
University of Paris-Saclay
Lastly, we gave feedback to Paris-Saclay’s iGEM team for their human practices work on Responsible Research and Innovation through a series of responses that we wrote about our own interpretation of those principles and their role in our project work.",TRUE,Rice,Advice,Gave advice for Rice's software project,st,
Vanderbilt,2016,"Team:Vanderbilt/Collaborations
MENU ▤
Abstract
Our Team
About
Team
Attributions
Outreach
Collaborations
Interlab
Community
Education
The Problem
Background
Introduction
Mutation
Our Solution
Software
Algorithm
Performance
Design
Experiments
qPCR
Immunoblotting
LC-MS
Evolution
Collaborations
Our team was fortunate to have multiple productive collaborations with other iGEM teams from around the world. In addition to discussing details of our projects with members of other iGEM teams including William & Mary, Helsinki, and NYU Abu-Dhabi, we offered our support to four teams from around the world.
University College of London
We volunteered to test software developed by the University College of London’s iGEM team for designing gene circuits. We shared our experience using their software and suggested several changes to improve its versatility.
Rice University
We were also proud to help mentor a new iGEM team. Rice University’s iGEM team was interested in incorporating software into their project, but to do so they needed a stronger background in coding. Since our team has a history of integrating complex software with our projects, notably for this year’s project and last year’s, we asked our experienced members to lend their expertise. We were in contact with their team and gave advice on software.
University of Virginia
Because the University of Virginia’s project was centered on the idea of biocontainment which is one of the applications that prompted our own project, we engaged with their team to look at current attitudes and policies toward biocontainment. Our team discussed a series of survey responses and provided the University of Virginia’ team with examples of applying biocontainment in systems that use parts from our two projects.
University of Paris-Saclay
Lastly, we gave feedback to Paris-Saclay’s iGEM team for their human practices work on Responsible Research and Innovation through a series of responses that we wrote about our own interpretation of those principles and their role in our project work.",TRUE,Virginia,Material Transfer,Discussed and provided examples addressing common cases of both teams' projects,st,Check
Vanderbilt,2016,"Team:Vanderbilt/Collaborations
MENU ▤
Abstract
Our Team
About
Team
Attributions
Outreach
Collaborations
Interlab
Community
Education
The Problem
Background
Introduction
Mutation
Our Solution
Software
Algorithm
Performance
Design
Experiments
qPCR
Immunoblotting
LC-MS
Evolution
Collaborations
Our team was fortunate to have multiple productive collaborations with other iGEM teams from around the world. In addition to discussing details of our projects with members of other iGEM teams including William & Mary, Helsinki, and NYU Abu-Dhabi, we offered our support to four teams from around the world.
University College of London
We volunteered to test software developed by the University College of London’s iGEM team for designing gene circuits. We shared our experience using their software and suggested several changes to improve its versatility.
Rice University
We were also proud to help mentor a new iGEM team. Rice University’s iGEM team was interested in incorporating software into their project, but to do so they needed a stronger background in coding. Since our team has a history of integrating complex software with our projects, notably for this year’s project and last year’s, we asked our experienced members to lend their expertise. We were in contact with their team and gave advice on software.
University of Virginia
Because the University of Virginia’s project was centered on the idea of biocontainment which is one of the applications that prompted our own project, we engaged with their team to look at current attitudes and policies toward biocontainment. Our team discussed a series of survey responses and provided the University of Virginia’ team with examples of applying biocontainment in systems that use parts from our two projects.
University of Paris-Saclay
Lastly, we gave feedback to Paris-Saclay’s iGEM team for their human practices work on Responsible Research and Innovation through a series of responses that we wrote about our own interpretation of those principles and their role in our project work.",TRUE,Paris_Saclay,Advice,Provided feedback on saclay's HP work,st,
NCHU_Taichung,2018," of our school.
TU Darmstadt
We contacted team TU_Darmstadt to search for help and advice in June. Because this is the first year for our team             to participate in iGEM competition, we are unfamiliar with operating such a project requiring cross-disciplinary             collaboration.
TU Darmstadt is an outstanding team participating in iGEM competition for years. We hoped to learn how they organize             a successful team in both short term and long term. Since one of our team member Yu-Hsuan was studying in Darmstadt,             they kindly invited her to visit them.
During the meeting with TU Darmstadt, they shared their experience and a lot of great ideas about team building,             project designing, fundraising, and more. We also shared ideas about our projects with each other. After talking             to them, we were much clearer about what to do next.
We greatly appreciate the advice and motivation given by team TU Darmstadt, and wish them all the best at the Giant             Jamboree!
HUST-China
NCHU_Taichung was the first time to join iGEM. Early in our tram's formation, we usually encountered some                   problems with no direction at all. Modeling was one of them. We didn't even know how to start, and what                   we should do. At that time, HUST-China contacted us. They needed the shuttle plasmid of Rhodopseudomonas                   palustris-E. coli from our PI. We help them get the plasmid and gave some suggestions on cultivation and                   transformation. Simultaneously, when HUST-China knew that we were frustrated with modeling, they gave advice                   on the direction of modeling, and help us to build it.
Follow us on",TRUE,TU_Darmstadt,Advice,Darmstadt provided advice for newcomers NCHU,ts,
NCHU_Taichung,2018," of our school.
TU Darmstadt
We contacted team TU_Darmstadt to search for help and advice in June. Because this is the first year for our team             to participate in iGEM competition, we are unfamiliar with operating such a project requiring cross-disciplinary             collaboration.
TU Darmstadt is an outstanding team participating in iGEM competition for years. We hoped to learn how they organize             a successful team in both short term and long term. Since one of our team member Yu-Hsuan was studying in Darmstadt,             they kindly invited her to visit them.
During the meeting with TU Darmstadt, they shared their experience and a lot of great ideas about team building,             project designing, fundraising, and more. We also shared ideas about our projects with each other. After talking             to them, we were much clearer about what to do next.
We greatly appreciate the advice and motivation given by team TU Darmstadt, and wish them all the best at the Giant             Jamboree!
HUST-China
NCHU_Taichung was the first time to join iGEM. Early in our tram's formation, we usually encountered some                   problems with no direction at all. Modeling was one of them. We didn't even know how to start, and what                   we should do. At that time, HUST-China contacted us. They needed the shuttle plasmid of Rhodopseudomonas                   palustris-E. coli from our PI. We help them get the plasmid and gave some suggestions on cultivation and                   transformation. Simultaneously, when HUST-China knew that we were frustrated with modeling, they gave advice                   on the direction of modeling, and help us to build it.
Follow us on",TRUE,HUST-China,Material Transfer,NCHU provided materials to HUST,st,
NCHU_Taichung,2018," of our school.
TU Darmstadt
We contacted team TU_Darmstadt to search for help and advice in June. Because this is the first year for our team             to participate in iGEM competition, we are unfamiliar with operating such a project requiring cross-disciplinary             collaboration.
TU Darmstadt is an outstanding team participating in iGEM competition for years. We hoped to learn how they organize             a successful team in both short term and long term. Since one of our team member Yu-Hsuan was studying in Darmstadt,             they kindly invited her to visit them.
During the meeting with TU Darmstadt, they shared their experience and a lot of great ideas about team building,             project designing, fundraising, and more. We also shared ideas about our projects with each other. After talking             to them, we were much clearer about what to do next.
We greatly appreciate the advice and motivation given by team TU Darmstadt, and wish them all the best at the Giant             Jamboree!
HUST-China
NCHU_Taichung was the first time to join iGEM. Early in our tram's formation, we usually encountered some                   problems with no direction at all. Modeling was one of them. We didn't even know how to start, and what                   we should do. At that time, HUST-China contacted us. They needed the shuttle plasmid of Rhodopseudomonas                   palustris-E. coli from our PI. We help them get the plasmid and gave some suggestions on cultivation and                   transformation. Simultaneously, when HUST-China knew that we were frustrated with modeling, they gave advice                   on the direction of modeling, and help us to build it.
Follow us on",TRUE,HUST-China,Advice,HUST provided advice to NCHU,ts,
Nanjing-China,2016," NEFU-China are excited about this invitation and expressed intense interests in collaboration. Therefore, about one month later, they invited us to their lab for a visit. Team members of our team gave presentations in their lab and both of the teams had a great team communication about iGEM and experiments. However, because of the long distance and the big expenses, they cancelled the plan to come to our lab proceed experiments. Nevertheless, we are communicating through emails and we have supported them with experiment materials as well as suggestions on their experimental design.
 
 
3. Team UCAS
 
We formed collaborations with team UCAS during CCiC’s poster time. We are impressed about their hard work and great courage because they are the youngest team and the oldest students of their school (UCAS has been established three years ago). During the conversation between two teams, they put forward their future plan to use a kind of reusable materials to adhere bacteria, which is exactly the same as we tried last year. The adviser of our team realized immediately that they might have chosen the wrong reusable material. Therefore, we gave them suggestions about choices of reusable materials. Students of their team were grateful hearing this useful suggestion. Moreover, we also provided them with materials shown in the picture, which is used for bacteria aggregation in solution. No doubt that we saved them a lot of time choosing the reusable material and building the right equipment.
Establishment of New iGEM Teams
 
1. Southeast University
 
Students from Southeast University are interested to use DNA to manipulate gate control circuit. However, they are not familiar with characteristics of DNA. They are also unaware of iGEM. They came to us for suggestions about how to use DNA to manipulate gate control circuits and expressed their interests in participating iGEM in 2017. Thus we assigned one of our team members, Zhen Li to help them with their project design as well as give them information about the iGEM competition. From then on, we formed intimate collaboration relationship with them and discussed with them every week to track their progress. We even specially designed a brochure containing detailed explanation of iGEM competition to them. ( Click here to get the PDF file. ) The collaboration goes smoothly and they have already formed ideas about the project in next year’s competition. They will establish a new iGEM team next year with our help!
 
 
2. TMMU-China
 
This year we also cooperated with team TMMU-China, which is a team participating in iGEM for the first time. For starters, we offered timely help to them around May on how to establish a",TRUE,NEFU_China,Meetup,,,
Nanjing-China,2016," NEFU-China are excited about this invitation and expressed intense interests in collaboration. Therefore, about one month later, they invited us to their lab for a visit. Team members of our team gave presentations in their lab and both of the teams had a great team communication about iGEM and experiments. However, because of the long distance and the big expenses, they cancelled the plan to come to our lab proceed experiments. Nevertheless, we are communicating through emails and we have supported them with experiment materials as well as suggestions on their experimental design.
 
 
3. Team UCAS
 
We formed collaborations with team UCAS during CCiC’s poster time. We are impressed about their hard work and great courage because they are the youngest team and the oldest students of their school (UCAS has been established three years ago). During the conversation between two teams, they put forward their future plan to use a kind of reusable materials to adhere bacteria, which is exactly the same as we tried last year. The adviser of our team realized immediately that they might have chosen the wrong reusable material. Therefore, we gave them suggestions about choices of reusable materials. Students of their team were grateful hearing this useful suggestion. Moreover, we also provided them with materials shown in the picture, which is used for bacteria aggregation in solution. No doubt that we saved them a lot of time choosing the reusable material and building the right equipment.
Establishment of New iGEM Teams
 
1. Southeast University
 
Students from Southeast University are interested to use DNA to manipulate gate control circuit. However, they are not familiar with characteristics of DNA. They are also unaware of iGEM. They came to us for suggestions about how to use DNA to manipulate gate control circuits and expressed their interests in participating iGEM in 2017. Thus we assigned one of our team members, Zhen Li to help them with their project design as well as give them information about the iGEM competition. From then on, we formed intimate collaboration relationship with them and discussed with them every week to track their progress. We even specially designed a brochure containing detailed explanation of iGEM competition to them. ( Click here to get the PDF file. ) The collaboration goes smoothly and they have already formed ideas about the project in next year’s competition. They will establish a new iGEM team next year with our help!
 
 
2. TMMU-China
 
This year we also cooperated with team TMMU-China, which is a team participating in iGEM for the first time. For starters, we offered timely help to them around May on how to establish a",TRUE,UCAS,"Material Transfer, Advice",Nanjing adviced and shared materials with UCAS,st,
